Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-21,-1.563122,54.882501,,0.22,2019-12-31,4,4,11,10 houses,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,2017-09-13,full planning permission,,permissioned,"Site of The Vigo public house, Hartside, Birtley",HLA1,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
,,2019-12-31,-1.576484,54.898467,,0.09,2020-03-02,3,3,13,12 flats,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,2019-11-08,full planning permission,,permissioned,"Bling Bling site, Durham Rd",HLA12,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2019-12-31,-1.58302,54.89818,,11.31,2019-12-31,254,254,466,300 dwellings,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,,,,not permissioned,BAE Systems,HLA19,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2017-12-21,-1.709765,54.960635,,4.97,2019-12-31,97,97,202,183 houses,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,owned by a public authority,2019-01-18,full planning permission,,permissioned,"Bleach Green, Elm Rd, Blaydon",HLB1,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2017-12-21,-1.702211,54.952635,,0.11,2017-12-21,6,6,7,6 town houses,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,2016-01-22,full planning permission,,permissioned,"Blaydon Bank / Litchfield Lane, Winlaton",HLB2,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2017-12-21,-1.721252,54.956257,,0.07,2020-03-02,8,8,10,8 assisted living flats and caretaker's dwelling,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,2017-08-04,full planning permission,,permissioned,"Ramsay Street, Winlaton",HLB3,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
,,2017-12-21,-1.721801,54.954549,,8.65,2017-12-21,173,173,200,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,,,,not permissioned,"MetroGreen - Derwent West Bank, Derwenthaugh Rd, Blaydon",HLB5,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2018-12-21,-1.619159,54.952938,,0.67,2019-12-31,22,22,35,25 houses and flats,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,2019-01-15,full planning permission,,permissioned,Garden Street,HLB9,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
,,2019-12-31,-1.704473,54.962345,,2.51,2019-12-31,49,49,122,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,,,,,"Churchill's site, Blaydon",HLB17,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
yes,,2018-12-21,-1.583075,54.919839,,0.07,2019-12-31,7,7,8,change of use of care home to 7 flats,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,2018-04-18,full planning permission,,permissioned,"Clifford House, Lucy Street, Blaydon",HLB19,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,,,
