Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-10-12,-2.81503,53.675649,,0.26,2018-12-07,12,12,12,Refurbishment of Bank Hall into 12 dwellings. Enabling development is the erection of 23 dwellings on the former orchard site but this is not on brownfield land.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2013-07-23,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Bank Hall, Bank Hall Drive, Bretherton",2933,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.613453,53.658112,,3.49,2018-12-07,140,140,140,"Reserved matters approval for parcels M1 & H1a, including for 160 residential units & 1no. retail unit, associated infrastructure and landscaping.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-10-11,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Parcels M1 & H1a, Brookwook Way, Buckshaw",2528.7,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.673099,53.676001,,4.63,2018-12-07,125,125,125,Reserved matters application for the erection of 125 no. residential dwellings (including 60 affordable dwellings) and associated landscape and highway works (Pursuant to outline permission ref: 14/00927/OUTMAJ) (Resubmission of 17/00767/REMMAJ).,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-06-15,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Parcel H1b(ii) Euxton Lane, Buckshaw",2528.6,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.669526,53.675024,,2.3,2018-12-07,96,96,96,Outline planning application for the redevelopment of land at Group 1 for mixed use development (parcels without reserved matters).,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2009-12-22,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Group 1, Euxton Lane, Buckshaw",2528,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.669559,53.676156,,2.15,2018-12-07,9,9,9,Reserved matters application pursuant to outline planning permission 14/00927/OUTMAJ for the erection of 166 no. dwellings.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-01-25,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Parcel H1c, Group 1, Euxton Lane, Buckshaw",2528.5,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.632376,53.649618,,4.44,2018-11-29,149,149,149,Erection of 149 dwellings,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2012-01-19,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Talbot Mill, Froom Street, Chorley",2525,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.632846,53.655737,,0.1,2018-12-07,14,14,14,Demolition of public house and café and erection of retail units and 14 flats.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-02-19,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"The Eagle and Child Hotel, 20 Pall Mall, Chorley",2613,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.638571,53.706148,,0.3,2018-11-29,33,33,33,Prior approval for change to use of offices to 29 appartments and erection of 4 apartments.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-10-14,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Lingmell House, Water Street, Chorley, PR7 1EJ",3184,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.662791,53.627783,,1.99,2019-01-30,75,75,75,"Detailed planning consent for the erection of 75 dwellings with associated access arrangements at land adjacent to Coppull Enterprise Centre, Chorley",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-05-11,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Land West of Coppull Enterprise Centre, Mill Lane, Coppull",3406,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.752891,53.66563,,0.9,2018-11-29,7,4,7,Demolition of hotel and restaurant and erection of 7 dwellings.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2015-12-17,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"The Mill Hotel, Moor Road, Croston",3124,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.623925,53.649986,,1.91,2018-12-07,7,7,7,Demolition of existing buildings and erection of up to 12 self-build dwellings. 7 of these on brownfield land.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-11-08,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Gleadhill House Stud, Dawbers Lane, Euxton",3219,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.562105,53.690631,,0.29,2018-12-07,5,5,5,Demolition of existing farmhouse and outbuildings and erection of 6 dwellings associated garages and access improvements.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-05-11,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Hole House Farm, Chorley Road, Heath Charnock",3105,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.710161,53.63471,,0.74,2018-12-07,11,11,11,Erection of 56 dwellings.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-08-31,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Goodyear Business Park, Gorsey Lane, Mawdesley",3044,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.677402,53.67622,,6.62,2018-11-29,85,85,85,Outline application for means of access for up to 85 new dwellings,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2013-08-30,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"JF Electrical, Little Quarry, Hill Top Lane, Whittle-le-Woods",2952,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.721373,53.642157,,0.87,2018-11-29,18,18,18,Demolition of existing industrial units and erection of 18 dwellings,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2014-08-27,,https://planning.chorley.gov.uk/online-applications/applicationDetails.do?activeTab=externalDocuments&keyVal=MUD0N6ET4F000,not permissioned,"Finnington Industrial Estate, Finnington Lane, Feniscowles",2559,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.603602,53.622037,,2.08,2018-11-29,37,37,37,"Refurbishment and restoration of chimney and associated building to form office, demolition of remaining buildings and erection of 37 dwellings",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2013-08-29,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Chimney and Building, Withnell Fold Mill, Withnell Fold, Withnell",2955,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.767459,53.625251,,14.69,2017-10-12,195,195,195,"Outline application was REFUSED on 28/3/18 for the mixed use redevelopment of the former CamelotTheme Park, comprising of up to 195 dwellings, 1,000sqm of office space Use Class B1, and 2,000sqm workshop starter units, together with associated infrastructure, open space and landscaping, with all matters reserved except for access.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,,,https://planning.chorley.gov.uk/online-applications/applicationDetails.do?activeTab=externalDocuments&keyVal=OT3B9LETKV100,not permissioned,"Camelot Theme Park, Hall Road, Charnock Richard",Camelot,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.632813,53.664626,,0.91,2018-11-29,33,33,33,Amendments to previously approved planning applications on this site (ref: 13/00993/FULMAJ relating to the approved residential development and 14/00717/FUL relating to the employment/ commercial building) which will result in 43 dwellings on the site and a larger employment/ commercial area.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2015-01-21,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Former Initial Textile Services, bounded by Botany Brow and Willow Road, Chorley",2932,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.665659,53.636117,,0.12,2018-11-29,31,31,31,"Reserved Matters Application for the Southern Commercial Area, Buckshaw Village. Including retail uses, residential, car parking, related infrastructure and landscaping.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2013-01-16,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Southern Commercial Quarter Central Core, West Block, Buckshaw Village, Chorley",1799.06,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.660412,53.674913,,0.5,2018-11-29,22,22,22,,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,,,,not permissioned,"Regent Street, Coppull",HS1.34,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.643803,53.647921,,0.89,2018-11-29,29,29,29,,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,,,,not permissioned,"Pole Green Nurseries, Charnock Richard",HS1.52,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.558043,53.71899,,0.18,2018-11-29,28,28,28,"Outline application for the erection of a 4 storey apartment building providing 28 No. one and two bedroom apartments with associated car parking, all matters reserved save for access, layout and scale",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-05-26,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Hospital Car Park, Preston Road, Chorley",2502,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.632071,53.662561,,0.52,2018-11-29,14,14,14,Demolition of Calder and Rydal Houses and erection of mixed use scheme comprising 14 houses and mixed use commercial facility with ancillary accessing and servicing provision.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-11-03,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Calder House and Rydal House, Chorley Hall Road, Chorley",3349,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.664912,53.676191,,0.79,2018-12-07,14,14,14,"Demolition of the nursing home and outbuildings, the change of use, conversion and restoration of the hall to form 5 no. two bedroom apartments and the erection of associated garages, and the erection of 9 no. detached three and four bedroom dwellings, together with associated access road, driveways, parking areas and restoration of the formal landscaped gardens and woodland.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-07-26,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Withnell Hall, Formerly Lake View Nursing Home, Chorley Road, Withnell, Chorley, PR6 8BG",3074,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.774279,53.662482,,0.03,2018-11-29,5,5,5,Change of use from GP Surgery to 5no. Flats,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-08-16,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"41 Cunliffe Street, Chorley, PR7 2BA",3321,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.574525,53.703048,,0.3,2018-11-29,7,7,7,"Application for the construction of nine dwellings with associated access road, driveways and private gardens and the refurbishment and extension of the existing bungalow at 127a Station Road (to include the addition of a first floor and new roof), following demolition of existing buildings.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-07-14,full planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"127a Station Road, Croston",2850,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.659395,53.675718,,0.16,2018-11-29,9,9,9,Erection of 9 dwelling houses,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2016-10-03,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Land North of Railway Public House, Wigan Road, Euxton, PR7 6LA",3227,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
yes,,2017-10-12,-2.698753,53.634418,,0.19,2018-12-07,5,5,5,"Erection of 10 dwellings, 5 of which were left to be built at September 2018.",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2015-05-29,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"H W Moon Ltd, 56 Wood Lane, Heskin, Chorley",2928,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2017-10-12,-2.684528,53.657232,,0.15,2018-11-29,7,7,7,Outline application for the erection of up to 7 dwellings.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-03-08,outline planning permission,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Brinscall Plumbing and Building Supplies, 17 Hartington Road, Brinscall, Chorley, PR6 8RF",3217,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2018-12-07,-2.638912,53.642395,,0.03,2018-12-07,8,8,8,"Reserved matters application for the erection of two buildings comprising 8no. 1 bedroom self contained apartments, caretakers office and common room (pursuant to outline planning permission ref. 16/00953/OUT)",Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2018-03-07,reserved matters approval,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"The Moor Inn, 26 Moor Road",3213,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
,,2018-12-07,-2.633475,53.653039,,0.05,2018-12-07,14,14,14,Prior approval for change of use from office to 14 apartments.,Chorley,http://opendatacommunities.org/id/district-council/chorley,not owned by a public authority,2017-11-23,other,https://planning.chorley.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Chorley and South Ribble District Purchasing Team Government Offices, Peter Street",3341,https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,,
