Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-17,-0.763165,53.405451,,0.8,2017-12-17,23,23,23,"Planning application for demolition of existing building and erection of 23 dwellings, creation of new access and road with associated parking and landscaping.",West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2016-11-18,full planning permission,,permissioned,"Peacock Hotel, Corringham Road",133439,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.77074,53.396244,,0.36,2017-12-17,25,25,25,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Tesco Car Park, Gainsborough",CL1217,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
,,2017-12-17,-0.775093,53.397079,,0.81,2017-12-17,34,34,34,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Site between Wembley/Hickman St, Gainsborough",CL1244,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
,,2017-12-17,-0.775222,53.394654,,2.22,2017-12-17,83,83,83,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"West of Primrose Street, Gainsborough",CL1246,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
,,2017-12-17,-0.774943,53.392871,,0.58,2017-12-17,25,25,25,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Land enclosed by Thornton St, Bridge St, King St and Bridge Rd, Gainsborough",CL1247,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.763748,53.392046,,3.98,2017-12-17,112,112,112,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Middlefield School of Technology, Middlefield Lane, Gainsborough",CL1248,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.781925,53.401158,,3.03,2017-12-17,114,114,114,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Sinclairs, Ropery Road, Gainsborough",CL1253,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.773336,53.404334,,0.79,2017-12-17,51,51,51,"Planning application for proposed residential development, comprising 51 dwellings - includes mini-roundabout on Northolme.",West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2014-06-27,full planning permission,,permissioned,"Land north of Northholme, Gainsborough",125240,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.775974,53.403606,,0.19,2017-12-17,48,48,48,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Land between North Street and Church Street, Gainsborough",CL1610,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.776295,53.395519,,0.16,2017-12-17,14,14,14,Planning application for the demolition of existing dilapidated warehouse on the site and erect 14no. residential dwellings.,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2016-02-04,full planning permission,,permissioned,"Gleadells Wharf, Bridge Street",133393,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.776051,53.38988,,6.12,2017-12-17,245,245,245,Local Development Order (LDO) which grants outline planning permission for up to 245 dwellings.,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2016-07-19,outline planning permission,,permissioned,"Gateway Riverside Housing Zone, Gainsborough",134014,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
,,2017-12-17,-0.776029,53.398006,,1.73,2017-12-17,73,73,73,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Town Centre Riverside Housing Zone a,Gainsborough",CL4687,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
,,2017-12-17,-0.778132,53.399133,,1.1,2017-12-17,55,55,55,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Town Centre Riverside Housing Zone b,Gainsborough",CL4688,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.764801,53.399329,,2.28,2017-12-17,78,78,78,,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,"Amp Rose Housing Zone, Gainsborough",CL4690,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.335747,53.386525,,0.08,2017-12-17,6,6,6,Planning application for demolition of chapel and construction of six houses.,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2016-04-22,full planning permission,,permissioned,Land between 27 and 31 Union Street,131545,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.334162,53.386288,,0.1,2017-12-17,7,7,7,Planning application to erect 7no. starter homes and associated parking.,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2015-02-13,full planning permission,,permissioned,"Tradelights, 19 Oxford Street",132068,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.334086,53.386295,,0.13,2017-12-17,7,7,7,"Planning application for the demolition of existing showroom, offices nd warehouse and erection of 7no. dwellings with associated access road and parking.",West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2015-11-25,full planning permission,,permissioned,"19 Oxford Street, Market Rasen",133184,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
yes,,2017-12-17,-0.466376,53.300536,,0.13,2017-12-17,5,5,5,Planning application for demolition of existing Spar Shop and erection of 5no. Dwellings.,West Lindsey District Council,http://opendatacommunities.org/id/district-council/west-lindsey,,2016-03-10,full planning permission,,permissioned,"Spa shop, Lincoln Road, Dunholme",133203,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,,,
