Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-21,-1.78069,51.5541,,0.56,2017-12-21,22,22,22,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/propertyDetails.do?activeTab=relatedCases&keyVal=001JJPPTLI000,not permissioned,,Eastcott Hill Bus Depot,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0080
,,2017-12-21,-1.78003,51.5837,,0.17,2017-12-21,7,7,7,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/propertyDetails.do?activeTab=relatedCases&keyVal=001JXYPTLI000,not permissioned,,"Pinehurst Branch Library and lock-up garages to rear, The Circle",https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0081
,,2017-12-21,-1.74496,51.5506,,0.17,2017-12-21,7,7,7,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,,not permissioned,,Land bounded by Netherton Close/ Cranemore Avenue/ Keswick Road,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0082
yes,,2017-12-21,-1.84054,51.548,,1.25,2017-12-21,50,50,50,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=LHUE2LPT04V00,not permissioned,,"Windmill Hill School, Uxbridge Road",https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0083
,,2017-12-21,-1.7669,51.5854,,0.21,2017-12-21,8,8,8,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=ZZZZOJPTXT002,not permissioned,,Land to the rear of 1-7 Green Road,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0086
,,2017-12-21,-1.78135,51.5973,,0.23,2017-12-21,9,9,9,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,,not permissioned,,Garages and Land East of Wingfield Avenue,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0087
yes,,2017-12-21,-1.7506,51.564,,5.16,2017-12-21,140,140,140,Estimated capacity using density multiplier,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=KHJ7U3PT04W00,not permissioned,,Ex- Oakfield University Campus,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0088
yes,,2017-12-21,-1.77411,51.5487,,0.18,2017-12-21,8,8,8,"Demolition of existing buildings and erection of 8no. two storey terrace houses with associated parking, access road and landscaping.",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,2014-10-23,full planning permission,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=MAAHL1PT97000,permissioned,,"Coal Yard, Signal Way",https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0090
yes,,2017-12-21,-1.7265,51.5571,,9.31,2017-12-21,165,165,165,Outline Application for up to 165no. dwellings and associated works (Means of access not reserved).,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,2016-02-22,outline planning permission,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NH3AY3PT97000,permissioned,,"Woolworths Distribution Centre, Faraday Road, Dorcan Industrial Estates",https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0091
yes,,2017-12-21,-1.78379,51.5594,,1.27,2017-12-21,118,118,118,"Allocated in Central Area Action Plan. Resolution to grant outline permission for up to 118no flats and commercial uses (A1, A2, A3, A4, A5 and B1a) at October 2017 Planning Committee.",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OOC8Z9PTM9P00,pending decision,,Aspen House and Granville Street Car Park,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0100
yes,,2017-12-21,-1.78738,51.5596,,0.14,2017-12-21,101,101,101,"Allocated in Central Area Action Plan. Resolution to grant permission for 101 flats, 4no. A3 units and 1no. A1 unit at October 2017 planning committee",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=OOLNTBPTMBI00,pending decision,,Tented Market,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0101
yes,,2017-12-21,-1.78204,51.5637,,4.34,2017-12-21,405,405,405,"Allocated in the Central Area Action Plan with outline consent for 450 dwellings in total on the site with 45 already completed - 405 residual.. Outline application seeking redevelopment to provide mixed-use development to include office, residential, shops, restaurants & cafes, drinking establishments, hot food takeaways, healthcare facilities (including a PCT Healthcare facility), hotel, leisure, car parking (including multi-storey car park), bus interchange, public realm and associated highways works - Access not reserved.",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,2012-05-22,outline planning permission,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=LKMDETPT0FL00,permissioned,,Kimmerfields (remainder),https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0102
yes,,2017-12-21,-1.72666,51.5861,,5.09,2017-12-21,105,105,105,"Alllocated in the SBC Local Plan (Policy RA3). Outline application for the erection of up to 115no. dwellings and associated works with access from Thornhill Road, footpath improvements and public open space (Means of access not reserved) pending determination",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NG3QDVPT97000,pending decision,,Thornhill Industrial Estate,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0111
yes,,2017-12-21,-1.72878,51.5871,,3.17,2017-12-21,47,47,47,"Alllocated in the SBC Local Plan (Policy RA3). Outline application for the erection of up to 47no. dwellings and associated works with access from Thornhill Road, footpath improvements and public open space (Means of access not reserved) pending determination",Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,http://pa1.swindon.gov.uk/publicaccess/caseDetails.do?caseType=Application&keyVal=NG3QDNPT97000,pending decision,,Crown Timber Site,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0112
yes,,2017-12-21,-1.79059,51.5231,,0.08,2017-12-21,8,8,8,Allocated in the Wroughton Neighbourhood Plan (RH6 site DP1),Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,,not permissioned,,Site of disused retail units on Devizes Road,https://maps.swindon.gov.uk/sbc_soloexpanded.htm,s0113
