Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-12-20,-0.338928,53.748197,,0.120785,2020-12-01,,24,24,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 24 flats/dwellings. 04/01171/OUT Erection of a three storey apartment block for 18 two bedroom and 6 one bedroom apartments,,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,2007-09-26,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=I13TFJSO50000,Not Permissioned,"Egginton Street Car Park, Egginton Street, Hull Local Plan Housing Allocation H2, HU2 8BT",BLR002,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.337188,53.74624,,0.068855,2020-12-01,,6,6,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 (net) flats. Change of use of floors 1, 2 and 3 from existing single apartment per floor to 3 apartments per floor.",,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2013-09-25,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MR3T8TSO05500,Not Permissioned,"Upper Floors 41 - 65 George Street (Upper Floors), Hull Local Plan Housing Allocation H7, HU1 3BA",BLR007,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2017-12-20,-0.336351,53.745856,,0.020367,2020-12-01,,9,9,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 9 flats/dwellings. 14/01212/FULL (implemented) & 11/01161/FULL Erection of 7 storey building, offices on first floor/self contained flats on floors 2 - 6 (9 flats)",,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2014-12-05,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=NCV1DOSO00300,permissioned,"25 - 27 Dock Street, Hull Local Plan Housing Allocation H8, HU1 3DL",BLR008,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.355068,53.759951,,0.053281,2020-12-01,,6,6,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 dwellings. 13/01025/PCOU Change of use from offices to 6 flats,,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,2013-12-05,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MU5EYESO3B000,Not Permissioned,"48 Pearson Park, Hull Local Plan Housing Allocation H43, HU5 2TG",BLR043,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.353563,53.763843,,0.070416,2020-12-01,,5,9,Hull Local Plan 2016 to 2032 - Housing Allocation indicative capacity 5 flats/dwellings. 10/01024/FULL Erection Part three and part two storey building -5 flats. Two storey building - 2 flats.Single storey building -2 flats,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2012-09-07,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=LAC47NSO05500,permissioned,"20-24 Lambert Street, Hull Local Plan Housing Allocation H51, HU5 2SJ",BLR051,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.355618,53.742597,,0.241012,2020-12-01,,12,12,Potential for housing - New build 12 dwellings.,,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,"Land at Convent Lane, Anlaby Road. HU3 2SA",BLR1001,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.347385,53.742802,,0.172799,2020-12-01,,24,24,Potential for housing - 24 Flats,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,"Land at Former New York Hotel, Anlaby Road HU3 2LL",BLR1004,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2017-12-20,-0.338737,53.745785,,0.126542,2020-12-01,,24,24,17/00206/PCOU - 18/00440/FULL Change of Use from vacant bank offices on upper floors to 10 ground floor banking hall to 14 flat units,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-06-29,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=P6RPSGSO00300,permissioned,"Former Lloyds TSB Bank George Street, Upper Floors, 1-7 George Street , HU1 3BB",BLR1022,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2017-12-20,-0.334305,53.747245,,0.092154,2020-12-01,,18,18,16/00863/FULL Change of use from nightclub to 18 flats.,,http://opendatacommunities.org/id/unitary-authority/hull,mixed ownership,2017-03-10,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=O8JYN9SOMU600,permissioned,"Valbon Nightclub, 135-141 George Street, Hull, HU1 3BN",BLR1023,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.363806,53.763358,,0.050861,2020-12-01,,5,5,Erection of two storey building 3 self contained flats. Erection of 2 dwellings at the rear,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2015-01-29,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MGZF3VSO05500,Not Permissioned,"121 - 123 Sharp Street, Kingston Upon Hull, HU5 2AE",BLR1036,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2019-01-31,-0.359634,53.736433,,0.030905,2020-12-01,,6,6,"Change of use, extensions and alterations to provide 2no. retail units and 6 flats ( revised submission )",,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-04-18,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=P0N5DNSOLUZ00,permissioned,"186-188 Hessle Road, Kingston Upon Hull, HU3 3AD",BLR1054,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2019-01-31,-0.417949,53.725772,,0.198521,2020-12-01,,8,8,Proposed 8 No. dwellings following demolition of existing building.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-06-29,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=OVJNVXSOJOO00,permissioned,"The Cottage, 2050-2052 Hessle Road, Kingston Upon Hull , HU13 9NW",BLR1055,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2019-01-31,-0.352416,53.745076,,0.112291,2020-12-01,,16,16,Demolish existing warehouse and associated offices and erection of 2 no. 4 storey apartment blocks containing a total of 16 no. 2 bed apartments.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-07-27,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=OVYJZCSOLL700,permissioned,"22 Park Street, Kingston Upon Hull , HU2 8RR",BLR1057,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2019-01-15,-0.358598,53.738434,,0.359103,2020-12-01,,24,24,Outline application for erection of 24 one-bedroom residential dwellings,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-11-08,outline planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=P45937SO03400,permissioned,"Rawling Way, Former Smith And Nephew Ltd Car Park, Kingston Upon Hull , HU3 2BN",BLR1062,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2018-05-23,-0.349224,53.748318,,0.042539,2020-12-01,,7,7,Extant permission for Erection of 3 and part 4 storey building to provide 7 Apartments. Formation of new access and laying out of car park area.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2018-05-23,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=OYF214SOHCV00,permissioned,"30 Grey Street & Land Rear Of 32 Grey Street, Kingston Upon Hull, HU2 8TJ",BLR1077,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2019-11-14,-0.388343,53.778433,,0.129412,2020-12-01,,5,5,Extant permission for Outline application for the erection of 5 bungalows (affordable homes) with associated access (All matters reserved),,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,2019-09-11,outline planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=PUMBDCSOGP400,permissioned,"Land To The North Of 39 Bainton Grove , Kingston Upon Hull , HU6 8SZ",BLR1078,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2019-11-14,-0.266331,53.780068,,0.178853,2020-12-01,,6,6,Extant permission for Outline application for the erection of 6 bungalows (affordable homes) with associated access (All matters reserved),,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,2019-10-11,outline planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=PUJ8DASOG3G00,permissioned,"Land To The West Of Plym Grove , Kingston Upon Hull , HU8 9RT",BLR1080,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2020-02-20,-0.411972,53.729649,,0.194724,2020-12-01,,8,8,Erection of 8 dwellings with associated parking.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2019-12-13,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=PXCRVHSOFTF00,permissioned,"The Schooner, 172 Anlaby Park Road South, Kingston Upon Hull, HU4 7BU",BLR1083,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2020-02-20,-0.323922,53.764702,,0.207919,2020-12-01,,9,9,Erection of a terrace of 9 houses with associated access and car parking (Outline application - with details of access and scale submitted).,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2019-12-23,outline planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=PUW9YGSOJ4B00,permissioned,"O Sullivans, Chamberlain Road, Kingston Upon Hull, HU8 8HN",BLR1084,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.326861,53.769184,,0.807205,2020-12-01,,22,28,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 28 dwellings.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,"Land to the east of Stoneferry Road, south west of Foredyke Avenue, Hull Local Plan Housing Allocation H120, HU7 0DZ",BLR120,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.25494,53.765127,,0.207435,2020-12-01,,10,10,Hull Local Plan 2016 to 2032 - Housing Allocation (implemented) with an indicative remaining capacity of 10 dwellings. 96/00247/PR Erection of 34 semi detached dwellings.,,http://opendatacommunities.org/id/unitary-authority/hull,owned by a public authority,1996-10-02,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=9600247PR,permissioned,"Hollywell Close, Hull Local Plan Housing Allocation H190, HU9 4HW",BLR190,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.334385,53.73899,,0.140927,2020-12-01,,18,18,Hull Local Plan 2016 to 2032 - Mixed use Allocation 7 (Residual housing number),,http://opendatacommunities.org/id/unitary-authority/hull,mixed ownership,,,,Not Permissioned,"Fruit Market Local Plan Mixed Use Site 7 (residual), HU1 1UP",BLR198,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2017-12-20,-0.334385,53.73899,,0.119053,2020-12-01,,11,11,"Refurbishment and alterations to existing 'FRUIT' music venue and cafe/bar areas. New gallery space at ground floor with new studio and workshop space to upper floors. Land to rear to include erection of new build mixed use development to incorporate retail/craft units, storage and courtyard space at ground level with residential units to upper floors.",,http://opendatacommunities.org/id/unitary-authority/hull,mixed ownership,2018-03-28,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=OY4HIVSOGFZ00,permissioned,"FRUIT M7A , 61-63 Humber Street, Kingston Upon Hull , HU1 1TU",BLR1980,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.381559,53.76898,,0.298185,2020-12-01,,8,8,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 8 dwellings. 11/00553/FULL Erection of 8 dwellings with associated garages and parking.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2012-04-10,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=LMKUXVSO05500,Not Permissioned,"Land to rear of Goodfellowship Inn Pub, Cottingham Road, Hull Local Plan Housing Allocation H219, HU5 4BG",BLR219,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.367122,53.768634,,1.012462,2020-12-01,,30,35,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 35 dwellings. Development to include change of use and new build university apartment accomodation.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/search.do?action=simple&searchType=Application,Not Permissioned,"173 to 187 Cottingham Road, Hull Local Plan Housing Allocation H226, HU5 2EG",BLR226,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.369073,53.743362,,0.020378,2020-12-01,,6,6,Lapsed 14/01031/FULL - Erection of 3 storey building to provide 6 self contained flats following demolition of existing building.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2014-12-18,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=NAPA77SO05400,Not Permissioned,"363 Anlaby Road, Kingston Upon Hull, HU3 6AB",BLR297,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.340559,53.747591,,0.145786,2020-12-01,,55,55,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 55 dwellings. 15/01099/FULL-17/01105/CONDET Erection of 55 flats.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2015-12-23,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=NU5O9ZSOFIM00,Not Permissioned,"Former Baker Street Garage, Hull Local Plan Housing Allocation H313, HU2 8JL",BLR313,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.342351,53.746207,,0.055014,2020-12-01,,8,8,Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 8 dwellings. 13/01252/FULL - Change of use of upper floors eight residential flats.,,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MXJ6ABSO3B000,Not Permissioned,"Story Street, Upper Floors, Hull Local Plan Housing Allocation H314, HU1 3SG",BLR314,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
yes,,2017-12-20,-0.341497,53.745892,,0.022035,2020-12-01,,9,9,"15/00344/FULL - Erection of 4 storey building to form 9 apartment units, with car parking on ground floor.",,http://opendatacommunities.org/id/unitary-authority/hull,not owned by a public authority,2017-04-13,full planning permission,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=NG3VXJSOH4A00,permissioned,"10-12 School Street, HU1 3SA",BLR315,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
,,2017-12-20,-0.345966,53.747115,,0.278107,2020-12-01,,80,100,"Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 100 dwellings. Lapsed - 13/00212/OUT - Erection of building to provide flats, access via North Street.",,http://opendatacommunities.org/id/unitary-authority/hull,mixed ownership,2015-01-13,,https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=MJAR41SO3B000,Not Permissioned,"31-53 Ferensway, Hull Local Plan Housing Allocation H318, HU2 8NG",BLR318,https://hullcc-consult.objective.co.uk/portal/planning/shlaa/bfl17/blr17,,,
