Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-17,-1.544106,51.944082,,0.3,2017-12-17,14,14,14,Erection of fourteen dwellings with associated access and landscaping works,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVLA5SRKMJB00,pending decision,"Former War Memorial Hospital, Horsefair, Chipping Norton",BR1,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=431434&StartNorthing=227385&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
,,2017-12-17,-1.592839,51.765718,yes,0.8,2017-12-17,42,42,42,Permission granted for residential development but not implemented. Residential development. ,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,2010-10-05,outline planning permission,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ZZZULURKTA094,permissioned,"Carterton Petrol Station and Former Osprey Public House, Upavon Way, Carterton",BR2,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428195&StartNorthing=207527&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.589515,51.766362,,8.97,2017-12-17,200,200,200,Permission granted for residential development but not implemented. Site allocated in emerging Local Plan 2031 for residential development. Erection of two hundred dwellings with associated landscaping and play areas,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,owned by a public authority,2013-05-22,other,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ZZZULNRKTA718,permissioned,"REEMA North, Northwood Crescent, Carterton",BR3,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=428424&StartNorthing=207600&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
,,2017-12-17,-1.602579,51.768808,,0.6,2017-12-17,15,15,15,Permission granted subject to S106. Outline application for residential re-development of up to 15 dwellings and associated works. All matters reserved except for access.,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,2015-11-16,outline planning permission,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQR2FHRKITX00,permissioned,"Brooklands Nurseries, 47 Shilton Road, Carterton",BR4,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=427521&StartNorthing=207867&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.400961,51.745404,,8.75,2017-12-17,50,50,50,Permission granted for mixed use development. Allocated in the emerging local Plan 2031 for residential development. Re-development of former airfield for housing-led development comprising up to 50 dwellings,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,2017-07-06,outline planning permission,http://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O4Y10CRKMEU00,permissioned,"Former Stanton Harcourt Airfield, Main Road, Stanton Harcourt",BR5,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441455&StartNorthing=205359&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
,,2017-12-17,-1.489077,51.788303,,0.66,2017-12-17,50,50,50,Site allocated in emerging Local Plan 2031 for residential development. Redevelopment of land for housing (as first approved under application 06/1158/p/op),West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,owned by a public authority,2012-12-14,other,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZULGRKTA573,permissioned,"Woodford Way Car Park, Woodford Way, Witney",BR6,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=435338&StartNorthing=210084&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.429453,51.814283,,0.42,2017-12-17,15,15,15,Existing use but has been promoted by owners through the Strategic Housing and Economic Land Availability Assessment (SHELAA). Assessed asa suitable for residential development,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,,,,Not permissioned,"North Leigh Garden Centre, Park Road, North Leigh",BR7,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=439428&StartNorthing=213004&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.388881,51.823808,,0.8,2017-12-17,25,25,25,"Site is allocated for residential development in the emerging Local Plan 2031. Demolition of all existing buildings, formation of a new access from Main Road and erection of 25 new houses and apartments with ancillary car parking and garaging",West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,,,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OKN82ZRKIZ200,not permissioned,"Oliver's Garage, 80- 82 Main Road, Long Hanborough",BR8,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=442216&StartNorthing=214086&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.400557,51.809842,,1.9,2017-12-17,5,5,5,Site assessed as suitable for residential development in the SHELAA,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,,,,not permissioned,"Freeland Nursery, Freeland",BR9,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=441424&StartNorthing=212526&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
yes,,2017-12-17,-1.614017,51.861759,,0.2,2017-12-17,5,5,5,Residential development allowed on edge of existing employment site. Erection of five dwellings and associated infrastructure.,West Oxfordshire,http://opendatacommunities.org/id/district-council/west-oxfordshire,not owned by a public authority,2017-01-04,full planning permission,https://publicaccess.westoxon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEVZ0KRKHGY00,permissioned,"Alfred Groves And Sons Ltd, Groves Business Centre, Shipton Road Milton Under Wychwood, Chipping Norton, Oxfordshire, OX7 6JP",BR10,http://my.westoxon.gov.uk/mwo.aspx?MapSource=WOxford/AllMaps&StartEasting=426677&StartNorthing=218201&StartZoom=250&o=1&Layers=Brownfield_Sites_WODC,,,
