Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-07-17,-1.805846,52.68113,,1.37,2017-07-17,52,52,57,Not proposed for allocation in LPA as no alternative site for current uses identified by land owner (SCC) therefore considered to be uncertain in terms of delivery. However would represent potential brownfield option.. Highways depot and waste/recycling centre and associated car parking.,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,owned by a public authority,,,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=0000778OUT,not permissioned,,"Lichfield Highway Depot, Trent Valley Road, Lichfield",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-2-Lichfield-East.pdf,LDC-BLR-1
yes,,2017-07-17,-1.931557,52.683166,,1.56,2017-07-17,12,12,12,"Proposed for allocation in LPA. Derelict land to rear of school, formerly car park.",Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,owned by a public authority,2017-06-27,full planning permission,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=OD4GTVJEH0R00,permissioned,,"Land rear of Chase Terrace Primary School, Rugeley Road, Burntwood",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-5-Burntwood-North.pdf,LDC-BLR-2
yes,,2017-07-17,-1.927023,52.679325,,1.33,2017-07-17,29,29,35,"Proposed for allocation in LPA. Former primary school building, currently used as offices. Large grassed area to rear",Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,owned by a public authority,,,,not permissioned,,"Land at Maple Close, Burntwood",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-6-Burntwood-South.pdf,LDC-BLR-3
yes,,2017-07-17,-1.763797,52.67228,,0.32,2017-07-17,7,7,9,Proposed for allocation in LPA. Derelict buildings of former youth centre and tarmacked play ground,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,owned by a public authority,,,,not permissioned,,"Whittington Youth Centre, Main Street, Whittington",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-11-Whittington-rural-east.pdf,LDC-BLR-4
yes,,2017-07-17,-1.828436,52.684105,,0.15,2017-07-17,13,13,17,Not proposed for allocation in LPA as considered to be uncertain in terms of delivery due to access. However would represent potential brownfield option.. Youth centre buildings,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,owned by a public authority,,,,not permissioned,,"Minster Hall Youth Centre, Bird Street, Lichfield",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,LDC-BLR-5
yes,,2017-07-17,-1.845608,52.638748,,2.09,2017-07-17,45,45,55,Allocated through 'made' Shenstone neighbourhood plan. Proposed for allocation in LPA. Several small to medium sized buildings used for employment uses and associated car parking,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,not owned by a public authority,,,,not permissioned,,"Shenstone Business Park and Birchbrook Industrial Estate, Lynn Lane, Shenstone",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-10-Shenstone.pdf,LDC-BLR-6
yes,,2017-07-17,-1.829182,52.678892,,0.45,2017-07-17,16,16,20,Proposed for allocation in LPA. Adjacent part of site currently under construction for residential development.. Derelict club house and concrete tennis courts,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,not owned by a public authority,,,,not permissioned,,"Former Lichfield Tennis Club, St Johns Hospice, Birmingham Road, Lichfield",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-3-Lichfield-South.pdf,LDC-BLR-7
yes,,2017-07-17,-1.821444,52.701238,,2.8,2017-07-17,99,99,99,"Site currently under construction. Proposed for allocation in LPA. Derelict land, former site of large industrial unit. Redevelopment currently under construction",Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,not owned by a public authority,2016-12-16,full planning permission,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=O7UCICJEFNJ00,permissioned,,"Former Integra Works, Eastern Avenue, Lichfield",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-4-Lichfield-North.pdf,LDC-BLR-8
yes,,2017-07-17,-1.827797,52.685003,,0.15,2017-07-17,12,12,12,Proposed for allocation in LPA. Three storey office building,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,not owned by a public authority,2014-10-15,full planning permission,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=NB0QJ0JE05C00,permissioned,,"St Chads House, Cross Keys, Lichfield",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,LDC-BLR-9
yes,,2017-07-17,-1.74336,52.732711,,0.2,2017-07-17,6,6,6,Proposed for allocation in LPA. Site of former printers workshop. Redevelopment currently under construction.,Lichfield District Council,http://opendatacommunities.org/id/district-council/lichfield,not owned by a public authority,2014-10-23,full planning permission,https://planning.lichfielddc.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=N3RLZQJE05C00,permissioned,,"Former Park Road Printers, Park Road, Alrewas",https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-8-Alrewas.pdf,LDC-BLR-10
