Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-21,,,,0.06,2017-12-21,7,7,7,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-06-01,full planning permission,,permissioned,"7 Lower Borough Walls, Bath",BRABB100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.07,2017-12-21,5,5,5,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-10-01,full planning permission,,permissioned,"Newbridge House, Bristol Road, Chew Stoke",BRCHS100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.08,2017-12-21,6,6,6,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-11-01,full planning permission,,permissioned,"St Augustines Surgery, 4 Station Road, Keynsham",BRK100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.02,2017-12-21,8,8,8,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2014-05-14,full planning permission,,permissioned,"Parish Centre, Harley Street, Bath",BRLAN100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.19,2017-12-21,9,9,9,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-12-01,full planning permission,,permissioned,"E Block, MoD Ensleigh, Bath",BRLAN101,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.06,2017-12-21,7,7,7,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2015-03-23,other,,permissioned,"Westways Garage, Bath Road, Marksbury",BRMAR100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.03,2017-12-21,10,10,10,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2015-11-03,other,,permissioned,"The Island, Midsomer Norton",BRMSN100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.4,2017-12-21,8,8,8,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2014-07-10,full planning permission,,permissioned,"33 Oldfield Road, Bath",BROLD100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.17,2017-12-21,8,8,8,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-05-01,full planning permission,,permissioned,"Pensford Garage, New Road, Pensford",BRPEN100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.6,2017-12-21,6,6,6,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2015-03-26,full planning permission,,permissioned,"Old Colliery Yard, Wick Lane, Pensford",BRPEN101,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.05,2017-12-21,8,8,8,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2017-02-01,full planning permission,,permissioned,"Unit 2 Lymore Gardens, Bath",BRWES100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.02,2017-12-21,7,7,7,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2016-05-01,full planning permission,,permissioned,"151 - 152 High Street Twerton, Bath",BRWES101,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.21,2017-12-21,7,7,7,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2015-03-13,full planning permission,,permissioned,"Designer Composites, Fosseway, Westfield",BRWFD100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
yes,,2017-12-21,,,,0.04,2017-12-21,16,16,16,,Bath and North East Somerset Council,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,not owned by a public authority,2017-01-01,full planning permission,,permissioned,"44 Lower Bristol Road, Bath",BRWID100,https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,
