Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2020-12-11,,,,0.03,2020-12-11,5,5,8,Prior approval for change of use of office (Use Class B1(a)) to 8 flats (Use Class C3).,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2019-12-18,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002LTBJYLI000,permissioned,"Horizon House, 187 Romford Road, Stratford, London, E15 4JF",UPRN:010008993382,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.07,2020-12-11,18,18,23,"Demolition of the existing outbuildings on site and erection of 23 no. new residential units comprising 6 x 1 bedroom flats, 11 x 2 bedroom flats, 6 x 3 bedroom flats",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2019-12-10,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O85B5QJY5GA03,permissioned,"2A - 2B Windmill Lane, Stratford, London, E15 1PG",UPRN:000046255415,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.16,2020-12-11,35,35,42,Demolition of existing building (Working Mens Club) and the erection of a five storey building comprising replacement community facility (D2) on ground and basement level and residential development to provide 42 new residential units (C3) with associated access and parking.,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2020-02-17,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0005L8JYLI000,permissioned,"2 Boleyn Road, East Ham, London, E6 1QE",UPRN:000046006351,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.02,2020-12-11,9,9,10,"Construction of three storey rear extension, roof extension and infill second floor extension and change of use of existing express super market to create 9 new residential flats.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2019-12-20,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001D4IJYLI000,permissioned,"196 Plaistow Road, Stratford, London, E15 3HJ",UPRN:000046057912,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.02,2020-12-11,7,7,9,"Demolition of existing building and construction of a new building of 4 storeys providing 9No. residential dwellings (2 x 1 bedroom, 2 x 2 bedrooms and 5 x 3bedrooms) with associated landscaping works.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2019-12-11,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000VLZJYLI000,permissioned,"101-103 Hermit Road, Canning Town, London, E16 4HR",UPRN:000046036744,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.07,2020-12-11,5,5,8,Construction of a four-storey building to provide 8 affordable residential units (use class C3) consisting of a tenure of: - 8 units consisting of: 2 no. 1-bed flats and 6 no. 2-bed flats to be provided at 'London Affordable Rent'; and associated landscaping and boundary treatments and 16 cycle spaces.,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,owned by a public authority,2019-12-17,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LB1KAPJY7NW00,permissioned,"Garages 1 To 22, Adjacent 25 To 35 Idmiston Road, Stratford, London, E15",UPRN:010090323674,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.08,2020-12-11,12,12,16,"Construction of a four-storey block of flats comprising a total of 16 residential units (Use class C3) consisting of a tenure of 9no. 1-bed flats, 3no. 3-bed flats, 2no. 3-bed Wheelchair units and 2no. 3-bed dwellinghouses to be provided at 'London Affordable Rent' and associated landscaping and boundary treatments and 30 cycle parking spaces.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,owned by a public authority,2020-02-04,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LB1IV7JY7NW00,permissioned,"Garages 1 To 12, Opposite 1 - 5, Bramall Close, Stratford, London E15",UPRN:010090323671,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.03,2020-12-11,5,5,8,"Construction of a three-storey block of flats comprising 8 affordable residential units (use class C3), consisting of 5 no. 1-bed flats, 2 no. 2-bed flats and 1 no 3-bed flat to be provided at 'London Affordable Rent'; and associated landscaping and boundary treatments and 18 cycle spaces.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,owned by a public authority,2020-02-04,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002DG7JYLI000,permissioned,"17 - 21 New Barn Street, Plaistow, London, E13 8JZ",UPRN:010008984059,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.11,2020-12-11,15,15,31,Prior approval for change of use of office use (Class B1(a)) to 31No residential units (Class C3).,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2020-01-19,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IHEJQXJY79000,permissioned,"Francis House, 760 - 762 Barking Road, Plaistow, London, E13 9PJ",UPRN:010012835052,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2020-12-11,,,,0.04,2020-12-11,7,7,7,Construction of a four-storey building to provide 7 affordable residential units (Use Class C3) consisting of: 5No. 2 bed units and 2No. 3 bed units at 'London Affordable Rent'; and associated landscaping and boundary treatments and 16 cycle spaces.,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,owned by a public authority,2020-02-04,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=LFXZV7JY00400,permissioned,"Garages 1 To 14, Adjacent 54 Anne Street Plaistow London",UPRN:010090325038,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
