Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-21,-1.315391,54.568515,,0.19,2018-12-15,43,43,43,Residential development of 43 flats,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2016-07-19,outline planning permission,,permissioned,"Car Lot, Parkin Street",203,https://www.stockton.gov.uk/media/1585224/brownfield_register_203.pdf,,,
yes,,2017-12-21,-1.340055,54.588954,,0.2,2018-12-15,12,12,12,12 dwelling houses and 2no. apartments with associated off street parking,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2017-05-12,full planning permission,,permissioned,Former Roseworth Public House,268,https://www.stockton.gov.uk/media/1585225/brownfield_register_268.pdf,,,
,,2017-12-21,-1.315471,54.54524,,6.54,2018-12-15,148,148,148,Residential development,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Bowesfield Riverside Phase 1,452,https://www.stockton.gov.uk/media/1585228/brownfield_register_452.pdf,,,
,,2017-12-21,-1.315912,54.542941,,1.36,2018-12-15,37,37,37,Residential development of up to 37 dwellings,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2012-08-16,outline planning permission,,permissioned,"Kingfisher Way, Bowesfield Park",506,https://www.stockton.gov.uk/media/1585223/brownfield_register_506.pdf,,,
yes,,2017-12-21,-1.295577,54.59725,,0.17,2018-12-15,13,13,13,Raising of roof height of existing building in order to create a 3 storey building with 3 apartments at first floor and 2 apartments at second floor. Erection of 3 two storey dwelling houses and 5 three storey houses.,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2018-07-27,outline planning permission,,permissioned,"77 Station Road, Billingham",630,https://www.stockton.gov.uk/media/1585226/brownfield_register_630.pdf,,,
yes,,2018-12-15,-1.321292,54.559634,,0.02,2018-12-15,8,8,8,Change of use from a HMO and extensions to create eight self contained flats,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2017-08-14,full planning permission,,permissioned,46 Westbourne Street,635,https://www.stockton.gov.uk/media/1585222/brownfield_register_635.pdf,,,
yes,,2017-12-21,-1.291806,54.563015,,3.92,2018-12-15,96,96,150,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,owned by a public authority,2017-10-20,outline planning permission,,permissioned,Navigation Way,674,https://www.stockton.gov.uk/media/1585229/brownfield_register_674.pdf,,,
yes,,2018-12-15,-1.29224,54.53886,,0.47,2018-12-15,56,56,56,Change of use from office (B1a) to 56.no residential apartments (C3),Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Pheonix House,681,https://www.stockton.gov.uk/media/1585227/brownfield_register_681.pdf,,,
yes,,2017-12-21,-1.301559,54.539768,,0.09,2018-12-15,14,14,14,Three storey 14 unit block of flats (demolition of existing building).,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2017-06-30,outline planning permission,,permissioned,"Day Nursery, Martinet Road",698,https://www.stockton.gov.uk/media/1585235/brownfield_register_698.pdf,,,
yes,,2018-12-15,-1.311228,54.565904,,0.04,2018-12-15,6,6,6,Redevelopment to provide 6 no two bedroom apartments on upper floors.,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2017-08-23,full planning permission,,permissioned,Riverside Inn,704,https://www.stockton.gov.uk/media/1585230/brownfield_register_704.pdf,,,
yes,,2018-12-15,-1.317431,54.563962,,0.11,2018-12-15,15,15,15,Change of use at first floor from HMO (C4) to create 15 individual apartments (C3),Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2017-09-27,full planning permission,,permissioned,"First Floor, The Town House, Skinner Street",713,https://www.stockton.gov.uk/media/1585231/brownfield_register_713.pdf,,,
yes,,2018-12-15,-1.311984,54.594505,,0.5,2018-12-15,10,10,10,Conversion of redundant school offices to form 10 No. apartments,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2018-06-01,full planning permission,,permissioned,"Chesterfield House, Norton",733,https://www.stockton.gov.uk/media/1585232/brownfield_register_733.pdf,,,
yes,,2018-12-15,-1.314672,54.563443,,0.12,2018-12-15,29,29,29,Change of use from office (B1a) to 29.no residential apartments (C3),Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Regency West Mall,736,https://www.stockton.gov.uk/media/1585234/brownfield_register_736.pdf,,,
,,2018-12-15,-1.291944,54.512193,,1.44,2018-12-15,40,40,40,Up to 40no. residential units,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,2018-09-21,outline planning permission,,permissioned,Returnable Packaging Services Limited,743,https://www.stockton.gov.uk/media/1585233/brownfield_register_743.pdf,,,
,,2017-12-21,-1.317983,54.542018,,0.54,2018-12-15,20,20,30,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,"South of Kingfisher Way, Bowesfield",EPY15,https://www.stockton.gov.uk/media/1585236/brownfield_register_epy15.pdf,,,
,,2017-12-21,-1.313704,54.574123,,6.35,2018-12-15,120,120,200,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Railway Street,S31,https://www.stockton.gov.uk/media/1585238/brownfield_register_s31.pdf,,,
,,2017-12-21,-1.324424,54.565681,,17.15,2018-12-15,500,500,800,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,outline planning permission,,pending decision,Land off Grangefield Road (Millfield),S7,https://www.stockton.gov.uk/media/1585239/brownfield_register_s7.pdf,,,
,,2017-12-21,-1.288144,54.561043,,34.49,2018-12-15,900,900,1300,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Tees Marshalling Yard,T1,https://www.stockton.gov.uk/media/1585240/brownfield_register_t1.pdf,,,
,,2017-12-21,-1.298296,54.539012,,0.6,2018-12-15,20,20,35,,Stockton-on-Tees Borough Council,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,not owned by a public authority,,,,not permissioned,Magister Road,T13,https://www.stockton.gov.uk/media/1585237/brownfield_register_t13.pdf,,,
