Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-15,-2.160835,50.858395,,0.05,2017-12-15,10,10,10,"Erect building to provide 10 No. two bedroom flats; form vehicular and pedestrian access, 6 No. parking spaces, bin and cycle stores.",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2015-03-03,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Ameys Garage & No. 10 Oakfield Street, , Blandford (Forum and St. Mary), DT11 7EX",2-03-0126,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388776&y=106555&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.159176,50.863496,,1.35,2017-12-15,30,30,40,,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,owned by a public authority,,,http://planning.north-dorset.gov.uk/online-applications/,not permissioned,"Nordon Council offices, Salisbury Road, Blandford (Forum and St. Mary),",2-03-0608,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388894&y=107122&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.162405,50.852359,,7.35,2017-12-15,180,180,180,"Develop land by the erection of residential development, comprising a mix of new buildings and restoration, extension and conversion of existing brewery buildings.",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2017-02-17,outline planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Blandford Brewery, , Blandford (Forum and St. Mary), DT11 9LS",2-03-0168,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388664&y=105884&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.276732,51.039032,,0.64,2017-12-15,60,60,60,Extra care facility.,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,owned by a public authority,,,http://planning.north-dorset.gov.uk/online-applications/,not permissioned,"Adult Learning Centre and St Martins Residential Home, Queens Street, Gillingham,",2-20-0221,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=380694&y=126667&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.167093,50.856201,,0.04,2017-12-15,5,5,10,,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,,,http://planning.north-dorset.gov.uk/online-applications/,not permissioned,"Land adj Shorts Lane/Luton Mews, , Blandford (Forum and St. Mary), DT11 7GE",2-03-0601,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388335&y=106312&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.32297,51.077624,,1.07,2017-12-15,35,35,35,"Site under construction.. Erect 35 No. dwellings with garaging, parking and associated landscaping.",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2016-07-20,reserved matters approval,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Bourton Mill, , Bourton,",2-05-0061,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=377471&y=130972&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.277199,51.04073,,0.04,2017-12-15,6,6,6,Change of use and conversion of building.,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2017-11-03,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Churchbury House, Queen Street, Gillingham,",2-20-0240,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=380662&y=126856&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.19868,51.007538,,0.25,2017-12-15,28,28,28,"Demolish existing ATS garage, erect 28 No. sheltered apartments for the elderly including communal facilities, access, car parking and landscaping.",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2017-03-10,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"ATS Garage, Westfields New Road, Shaftesbury,",2-45-0258,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=386157&y=123147&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.359474,50.879093,,0.64,2017-12-15,17,17,17,Erect 14 No.dwellings (demolish existing buildings) and 3 No. live-work units,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2017-07-19,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Handley Cross Farm, Pidney, Pidney & Wonston, DT10 2EB",2-24-0486,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=374806&y=108906&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.303163,50.92783,,0.19,2017-12-15,28,28,28,"Site is being marketed.. Erect 28 No flats, car park,",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2006-11-30,reserved matters approval,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Former livestock market site & railway gardens, , Sturminster Newton,",2-54-0042,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=378790&y=114308&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.218997,51.033013,,0.28,2017-12-15,10,10,10,"Erect 10 No. dwellings with garages, car port and building to enclose existing electricity sub-station. Form vehicular access and car parking.",North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2015-11-13,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"Former Case And Sons Site, The Street, Motcombe,",2-41-0601,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=384740&y=125984&epsg=27700&zoom=20,,,
yes,,2017-12-15,-2.198732,51.006495,,0.06,2017-12-15,5,5,5,Under construction.. Change of use and conversion of young person's community centre to restaurant with hot food takeaway on ground floor with function rooms in basement (Classes A3 and A5).,North Dorset District Council,http://opendatacommunities.org/id/district-council/north-dorset,not owned by a public authority,2016-05-12,full planning permission,http://planning.north-dorset.gov.uk/online-applications/,permissioned,"1 Bimport, , Shaftesbury, SP7 8AT",2-45-0605,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=386153&y=123031&epsg=27700&zoom=20,,,
