Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2021-12-06,,,,0.08,2021-12-06,5,5,17,"Remodelling of the existing six building terrace including erection of 3 storey rear extensions, and extensions at roof level to create an additional storey to provide 6no. additional residential units with retention of the existing house at no. 211 Hermit Rd. Various associated alterations including landscaping works and provision of cycle and refuse storage facilities at no. 191 - 211 Hermit Road.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-10-28,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000VP4JYLI000,permissioned,"191 Hermit Road, Canning Town, London, E16 4LA",UPRN:46036814,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.04,2021-12-06,5,5,12,Prior approval for the change of use from retail space to 3 residential units (Use Class C3).,London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-02-03,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002N9NJYLI000,permissioned,"277A Green Street, Forest Gate, London, E7 8LJ",UPRN:10008994973,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.01,2021-12-06,5,5,6,"Proposed conversion and extension to first floor, construction of new second and third floors to create 1x 1bed 2 person flat, 1x 1bed 1 person flat and 4x 2bed 3 person flats, above existing retained Public House.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-02-19,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001CZGJYLI000,permissioned,"The Britannia, 2 Plaistow Grove, Stratford, London, E15 3ER",UPRN:46057743,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.63,2021-12-06,5,5,9,"Proposed development of a part-3, part-4 storey, mixed-use development comprising of ground floor commercial space and nine new dwellings (two 1-bed, four 2-bed, and three 3-bed dwellings) and associated landscaping, refuse and cycle storage.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-11-10,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=R3WKLJJY5PF02,permissioned,"Land At 89 To 93 Woodgrange Road, Forest Gate, London, E7 0EP",UPRN:10009003842,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.01,2021-12-06,5,5,7,"Construction of ground and first floor side extensions, new second and third floors to create additional four units to a block of flats which have three existing (Total 7 flats consisting of: one studio flat; three, 1-bed [2-person] flats; one 2-bed [4-person] flat; and two 2-bed [3 person] flats).",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-06-16,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002P0YJYLI000,permissioned,"1 Norwich Road, Forest Gate, London, E7 9JJ",UPRN:10008996981,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.05,2021-12-06,7,7,25,"Demolition of existing garages and redevelopment to provide 7 new residential units (Use Class C3) in the form of two storey mews houses on Pelly Road and three storey maisonettes at the corner of Crescent Road, together with the provision of associated hard and soft landscaping, cycle parking and refuse storage facilities.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-01-29,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=002OEAJYLI000,permissioned,"Royston Court, Stopford Road, Plaistow, London, E13 0NP",UPRN:10008996265,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.05,2021-12-06,8,8,18,"Proposed extension of mixed-use building, comprising of three additional storey's and new frontage to provide 8 no. new self-contained flats and associated amenities.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-11-25,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IR1A7XJY99000,permissioned,"340 - 344 Green Street, Upton Park, London, E13 9AP",UPRN:10034508744,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.03,2021-12-06,5,5,6,"Erection of three storey block of flats containing 1 x three bedroom flat (4person), 3 x one bedroom flat (2 person) and 1 x one bedroom flat (1 person) including cycle and refuse storage on the ground level.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-02-05,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0026VTJYLI000|https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=QUP6DIJY5PF02,permissioned,"Site Rear Of 75 Carnarvon Road, Stratford, London, E15 4LW",UPRN:46093864,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.03,2021-12-06,5,5,8,"Construction of a four storey residential block to provide seven apartments comprising of: one 1b2p, five 2b3p and one 3b5p penthouse with private and communal gardens at the back of the site",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-02-05,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0014L9JYLI000,permissioned,"2 Malmesbury Terrace, Canning Town, London, E16 4PL",UPRN:46047746,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
yes,,2021-12-06,,,,0.03,2021-12-06,10,10,18,"Construction of five storey building comprising 6 x three bedroom, 2 x one bed flats and 2 x one bedroom flats in the roof space.",London Borough of Newham,http://opendatacommunities.org/id/london-borough-council/newham,not owned by a public authority,2021-11-30,full planning permission,https://pa.newham.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=N07OI7JY13G00,permissioned,"45 Beckton Road, Canning Town, London, E16 4EA",UPRN:10008994946,https://lbnewham.maps.arcgis.com/apps/webappviewer/index.html?id=730d34968dea4214a10e7d378f37ef2d,,,
