Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-10-04,-1.405267,54.101492,,3.02,2019-10-04,,67,67,Included as housing allocation in Publication Draft Local Plan (currently at examination),,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Old Hall Caravan Park, Langthorpe",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR1,BR1
yes,,2017-10-04,-1.397657,54.087998,,0.33,2019-10-04,,10,10,Included as housing allocation in Publication Draft Local Plan (currently at examination),,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Land at the Bungalow, Boroughbridge",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR2,BR2
,,2017-10-04,-1.392777,54.09986,,5.54,2019-10-04,,166,166,,,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Land north of Milby Cut, Boroughbridge",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR3,BR3
yes,,2017-10-04,-1.499522,54.068594,,1.12,2019-10-04,,23,23,Included as housing allocation in Publication Draft Local Plan (currently at examination),,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,2019-07-25,full planning permission,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PXMIIIHYKL100|https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OKYQOBHYKRX00,permissioned,,"Alfred Hymas site, 1 Copgrove Road, Burton Leonard",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR5,BR5
,,2017-10-04,-1.696291,54.05692,,1.44,2019-10-04,,43,43,,,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Nidd Valley Saw Mills, Dacre Banks",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR6,BR6
yes,,2017-10-04,-1.495354,53.991368,,0.25,2019-10-04,,9,9,Permission for demolition of existing B class premise; outline consent for residential development of 11 dwellings with access considered: 2019-01-29|Permission for demolition of existing B class premise; outline consent for residential development of 9 dwellings with access considered: 2018-12-18,,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,2019-01-29,outline planning permission,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=P8IT6NHYGP300|https://uniformonline.harrogate.gov.uk/online-applications/appealDetails.do?activeTab=map&keyVal=P70M5XHY09I00,permissioned,,"Topseal Systems, Hookstone Chase Industrial Estate, 108 Hookstone Chase, Harrogate",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR7,BR7
yes,,2017-10-04,-1.551779,53.982687,,0.38,2019-10-04,,11,11,Included as housing allocation in Publication Draft Local Plan (currently at examination),,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Heath Lodge Care Home, Harrogate",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR8,BR8
yes,,2017-10-04,-1.513268,53.990074,,0.95,2019-10-04,,25,25,Included as housing allocation in Publication Draft Local Plan (currently at examination),,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Greenfield Court, 42 Wetherby Road, Harrogate",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR9,BR9
,,2017-10-04,-1.538462,53.987844,,0.25,2019-10-04,,7,7,,,http://opendatacommunities.org/id/district-council/harrogate,not owned by a public authority,,,,Not permissioned,,"Land adjacent to Prince of Wales Mansions, Harrogate",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR10,BR10
yes,,2017-10-04,-1.554112,53.968351,,3.82,2019-10-04,,163,163,"Permission for conversion of North Lodge, Headmasters House, Kensington House and Library to form 14 dwellings and erection of 149 dwellings|Included as housing allocation in Publication Draft Local Plan (currently at examination)|Landowner: Homes England",,http://opendatacommunities.org/id/district-council/harrogate,owned by a public authority,2018-10-25,full planning permission,https://uniformonline.harrogate.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N94FU1HY64000,permissioned,,"Former Police Training Centre, Yew Tree Lane, Harrogate",http://harrogatebc.maps.arcgis.com/apps/webappviewer/index.html?id=35605b223adf4a81b45b1a6e1f129a75&find=BR11,BR11
