Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2016-06-30,-1.55298,54.889873,,1.58,2018-11-30,36,36,36,Development Brief prepared and out to market. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,owned by a public authority,,,https://www.sunderland.gov.uk/online-applications,not permissioned,"Ayton Village Primary School, Dunlin Drive, Ayton",98,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2016-06-30,-1.533492,54.918358,,0.65,2018-11-30,14,14,14,Permitted application ref. 16/02266/FU4. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,mixed ownership,2017-06-14,full planning permission,https://www.sunderland.gov.uk/online-applications,permissioned,"High Usworth School, Well Bank Road",B056,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2016-06-30,-1.457422,54.832565,,3.9,2018-11-30,124,124,124,Permitted application ref. 12/03140/FUL. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,not owned by a public authority,2017-08-18,full planning permission,https://www.sunderland.gov.uk/online-applications,permissioned,Site of former Broomhill Estate.,112,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2016-06-30,-1.522537,54.912052,,0.29,2018-11-30,12,12,12,Permitted application ref. 16/00115/FU4. https://www.sunderland.gov.uk/media/20420/SHLAA-Washington-Appendices/pdf/20d_Washington_App_O.pdf?m=636645832611900000|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,mixed ownership,2016-11-28,full planning permission,https://www.sunderland.gov.uk/online-applications,permissioned,"Former Junglerama, Victoria Road",312,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
,,2016-06-30,-1.499632,54.869823,,1.09,2018-11-30,9,9,9,"Development Brief prepared and out to market, with response to application ref. 10/02549/MNQ confirming residential development is acceptable in principle. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf",Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,owned by a public authority,,,https://www.sunderland.gov.uk/online-applications,pending decision,Penshaw House,B448,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2016-06-30,-1.478291,54.864495,,17.29,2018-11-30,250,250,250,Permitted hybrid application ref. 14/00538/HYB - mixed-use development with Outline Planning Permission for up to 500 dwellings overall. https://www.sunderland.gov.uk/media/20442/SHLAA-Coalfield-Appendices/pdf/20e_Coalfield_App_P.pdf?m=636646123310000000|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,not owned by a public authority,2016-06-10,other,https://www.sunderland.gov.uk/online-applications,permissioned,Philadelphia Complex,B330A,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2016-06-30,-1.382274,54.907224,,0.02,2018-11-30,7,7,7,Permitted application ref. 14/02357/FUL. Part of Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,not owned by a public authority,2015-07-07,full planning permission,https://www.sunderland.gov.uk/online-applications,permissioned,63 Fawcett Street,660,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
yes,,2017-11-30,-1.374281,54.861397,,27.67,2018-11-30,640,640,640,"Permitted hybrid application ref. 16/01524/HYB - Full Planning Permission for 304 dwellings, with Outline Planning Permission for 496 dwellings and an 80-bed care village. Part of South Sunderland Growth Area masterplan (Cherry Knowle) and draft SPD. https://www.sunderland.gov.uk/media/20418/SHLAA-Sunderland-South-Appendices/pdf/20b_Sunderland_South_App_N.pdf?m=636645831713500000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/SSGA",Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,mixed ownership,,other,https://www.sunderland.gov.uk/online-applications,permissioned,Ryhope and Cherry Knowles Hospital,B062,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
,,2017-11-30,-1.393119,54.912014,,1.99,2018-11-30,44,44,44,Part of Farringdon Row Development Framework SPD and Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/article/13177/Farringdon-Row-Development-Framework-Adopted-July-2006|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,mixed ownership,,,https://www.sunderland.gov.uk/online-applications,not permissioned,Farringdon Row Phase 2-4,B078,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
,,2017-11-30,-1.385584,54.911051,,0.92,2018-11-30,72,72,72,Part of Stadium Village Development Framework SPD masterplan and Central Area Urban Design Strategy SPD. https://www.sunderland.gov.uk/media/20419/SHLAA-Urban-Core-Appendices/pdf/20c_Urban_Core_App_M.pdf?m=636645832185070000|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf|https://www.sunderland.gov.uk/media/8707/Stadium-Village-Development-Framework-2010/pdf/Stadium_Village_Development_Framework_2010.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,Sunderland,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,mixed ownership,,,https://www.sunderland.gov.uk/online-applications,not permissioned,Stadium Village Site C,B080C,https://www.sunderland.gov.uk/article/12739/Brownfield-Sites-Register,,,
