Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2018-12-10,-1.709995,52.49774,,0.32,2020-02-15,23,23,23,Demolition of existing leisure centre and construction of twenty three new dwellings and ancillary site works,North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,owned by a public authority,2019-02-13,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Former Leisure Centre, Park Road, Coleshill",,BFR001
yes,,2018-12-10,-1.612026,52.619884,,0.62,2020-02-15,12,12,12,"Conversion of The Old School Building to 3 no. dwellinghouses, demolition of modern flat roofed buildings, construction of 9 no. dwellinghouses and formation of new vehicular access",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,2018-12-19,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Former Polesworth Learning Centre, High Street, Polesworth",,BFR002
yes,,2018-12-10,-1.593722,52.593033,,2.1,2020-02-15,56,56,56,"Construction of 56 residential dwellings (class C3) including; construction of new vehicular access to Spon Lane, formalisation of existing vehicular access to Spon Lane, pedestrian accesses to Spon Lane and A5 (Watling Street), drainage infrastructure, landscaping, public open space and other works",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,owned by a public authority,2019-05-17,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Land at Spon Lane, Grendon (former Sparrowdale School and Former Recycling Centre)",,BFR003
yes,,2018-12-10,-1.742152,52.512747,,2.8,2020-02-15,48,48,48,"The land is allocated for residential development within the Submission Local Plan, reference H21",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,owned by a public authority,,,,not permissioned,,"Water Orton Primary School, Attleborough Lane, Water Orton",,BFR004
yes,,2018-12-10,-1.565247,52.524222,,0.6,2020-02-15,7,7,7,"Outline application (all matters reserved) for the demolition of all modern farm buildings, conversion of traditional building into 2 dwellings, and erection of 5 new dwellings, garage block, parking areas and other associated works",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,,,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,not permissioned,,"Land at Village Farm, Birmingham Road, Ansley",,BFR005
yes,,2018-12-10,-1.559587,52.519823,,0.31,2020-02-15,10,10,10,"Outline application (all matters reserved) for the demolition of former social club and residential dwelling and the erection of up to 10 dwellings, along with associated open space and drainage infrastructure",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,2017-10-04,outline planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Ansley Social Club, Birmingham Road, Ansley",,BFR007
yes,,2018-12-10,-1.549074,52.573543,,0.42,2020-02-15,70,70,70,Erection of 70 apartments (use class C3) with extra care provision. Listed Building,North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,2019-11-07,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Britannia Mill, Coleshill Road, Atherstone",,BFR008
yes,,2018-12-10,-1.551531,52.587271,,3.65,2020-02-15,121,121,121,Demolition of Virginia House and nursery buildings and erection of 121 dwellings with public open space and associated infrastructure,North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Durnos Nurseries, Old Holly Lane, Atherstone",,BFR009
yes,,2018-12-10,-1.547875,52.578295,,0.6,2020-02-15,73,73,73,"Planning Permission and Conservation Area Consent to demolish unlisted buildings within the Atherstone Conservation Area, and to redevelop the site so as to provide 73 residential units through conversion and new build, together with associated access and parking provision",North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,2007-10-16,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Phoenix Yard, Church Street, Atherstone",,BFR010
yes,,2018-12-10,-1.521172,52.536872,,0.23,2020-02-15,13,13,13,Demolition of existing social club & erection of 13 dwellings,North Warwickshire Borough Council,http://opendatacommunities.org/id/district-council/north-warwickshire,not owned by a public authority,2015-06-16,full planning permission,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,permissioned,,"Chapel End Social Club, Coleshill Road, Hartshill",,BFR012
