Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-09-01,,,,0.39,2020-12-17,,23,23,"Brownfield, previous library and preschool",WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,"Warren Close, Brandon",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF006,BF006
yes,,2017-09-01,,,,0.35,2020-12-17,,10,10,"Brownfield, previous gasworks",WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2019-01-09,outline planning permission,,,,"Land Off Gas House Lane, Brandon",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF007,BF007
yes,,2017-09-01,,,,0.81,2020-12-17,,24,24,"Brownfield- gardens within settlement boundary, but not town",WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,,,,,,,"Land rear of 65, 69, 73 Station Road, Lakenheath",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF012,BF012
yes,,2017-09-01,,,,2.01,2020-12-17,,89,89,Brownfield- Council offices,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,,,,,,"District Council Offices, College Heath Road, Mildenhall",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF015,BF015
yes,,2017-09-01,,,,0.62,2020-12-17,,18,18,Brownfield - care home,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,2020-09-03,full planning permission,,,,"Land At Wamil Court, Mildenhall",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,BF016
yes,,2017-09-01,,,,0.26,2020-12-17,,14,14,Brownfield - old swimming pool site and disused public house within settlement boundary,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2016-03-10,outline planning permission,,,,"Former Swimming Pool Site, Newmarket",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,BF019
yes,,2017-09-01,,,,1.39,2020-12-17,,50,50,"Mixed - outbuildings associated with school, in settlement boundary",WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,,,,,,"St Felix Middle School Site, Newmarket",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF016,BF020
yes,,2017-09-01,,,,2.56,2020-12-17,,132,132,"Mixed - residential, haulage depot, garage",WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,mixed ownership,,,,,,"Land Off Turnpike Road, Red Lodge",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF021,BF021
yes,,2017-09-01,,,,1.37,2020-12-17,,30,30,Brownfield - garden centre,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,"Bury St Edmunds Garden Centre, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF031,BF031
yes,,2017-09-01,,,,0.65,2020-12-17,,50,50,Brownfield - bus depot and car repairs/ dealership,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,"Garages And Bus Depot, Cotton Lane, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF032,BF032
yes,,2017-09-01,,,,1.59,2020-12-17,,45,45,Brownfield - hospital,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,,,,,,"Hospital Site, Hospital Road, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF033,BF033
yes,,2017-09-01,,,,0.98,2020-12-17,,84,84,Mixed - football ground,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,,,,,,"Land At Ram Meadow, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF035,BF035
yes,,2017-09-01,,,,0.28,2020-12-17,,32,32,Brownfield - auctioneers and car park,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,mixed ownership,,,,,,"School Yard, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF037,BF037
yes,,2017-09-01,,,,1.41,2020-12-17,,300,300,Brownfield - underused railway sidings and vacant land,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2017-01-17,full planning permission,,,,"Station Hill, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF039,BF039
yes,,2017-09-01,,,,2.2,2020-12-17,,100,100,Brownfield - commercial/ vacant uses and decommissioned gas holder,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,mixed ownership,2020-07-04,full planning permission,,,,"Tayfen Road, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF040,BF040
yes,,2017-09-01,,,,0.37,2020-12-17,,14,14,Brownfield - vacant County council offices,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2017-08-08,full planning permission,,,,"Weymed Site, Bury St Edmunds",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF041,BF041
yes,,2017-09-01,,,,0.56,2020-12-17,,39,39,Brownfield - engineering works,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2010-04-30,full planning permission,,,,"Atterton And Ellis Site, Haverhill",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF042,BF042
yes,,2017-09-01,,,,0.25,2020-12-17,,10,10,Brownfield - gasworks,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,"FormerGasworks,WithersfieldRoad,Haverhill",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF044,BF044
yes,,2017-09-01,,,,0.44,2020-12-17,,14,14,Brownfield - previous school,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,2019-10-04,full planning permission,,,,"Former Westfield Primary School, Manor Road, Haverhill",https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF045,BF045
yes,,2019-12-01,,,,0.33,2020-12-17,,39,39,Brownfield - Care home,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,Cornwallis Court Bury St Edmunds,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF052,BF052
,,2019-12-01,,,,0.3,2020-12-17,,8,8,Brownfield - commercial use B1/B8,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2019-10-15,full planning permission,,,,RL Insulations Norfolk Road Bury St Edmunds,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF063,BF063
yes,,2019-12-17,,,,0.49,2020-12-17,,14,14,Brownfield- scaffolding yard,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,,,,,,Land west of Thingoe Hill,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF065,BF065
yes,,2019-12-01,,,,0.36,2020-12-17,,17,17,Brownfield - court room and offices,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,owned by a public authority,2017-11-02,outline planning permission,,,,Social Services Camps Road,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF072,BF072
yes,,2019-12-01,,,,0.38,2020-12-17,,10,10,Brownfield- former doctor's surgery,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2018-06-06,full planning permission,,,,Oakfield Surgery Vicaridge Road,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF073,BF073
yes,,2019-12-01,,,,0.4,2020-12-17,,13,13,Brownfield - garages,WestSuffolkCouncil,https://opendatacommunities.org/atlas/resource?uri=http%3A%2F%2Fopendatacommunities.org%2Fid%2Fgeography%2Fadministration%2Fnmd%2FE07000245&inactive=false,not owned by a public authority,2018-05-23,full planning permission,,,,Windsor Road Valley Way garages,https://maps.westsuffolk.gov.uk/MyWestSuffolk.aspx?MapSource=mapsources/AllMaps&SearchLayer=brownfield&SearchField=brownfield_ref&SearchValue=BF074,BF074
