Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2018-02-26,0.882819,51.138216,,7.7,2018-12-18,350,350,350,,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,,,,not permissioned,,"Newton Works, Ashfords-Phase 2",https://www.ashford.gov.uk/media/5753/ag7c.pdf,AG7c
yes,,2018-02-26,0.859348,51.140725,,2.79,2018-12-18,110,110,110,,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,owned by a public authority,,,,not permissioned,,Former Ashford South Primary School,https://www.ashford.gov.uk/media/5754/be16.pdf,BE16
yes,,2018-02-26,0.861157,51.140002,,3.82,2018-12-18,241,241,241,Demolition of existing buildings and construction of up to 241 dwellings and associated access and landscaping,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2016-12-08,outline planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=89959&pageindex=0,permissioned,,"K College, Jemmett Road, Ashford",https://www.ashford.gov.uk/media/5755/be17.pdf,BE17
yes,,2018-02-26,0.877193,51.223163,,0.486,2018-12-18,6,6,6,Erection of 6 detached dwellings with garages & parking.,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2015-09-29,full planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=101058&pageindex=0,permissioned,,"Fair View, Faversham Road, Challock",https://www.ashford.gov.uk/media/5756/dw32.pdf,DW32
yes,,2018-02-26,0.865427,51.13342,,0.403,2018-12-18,14,14,14,Erection of 4 x 2 bed houses and 10 x 3 bed houses with associated parking on existing commercial site. Provision of commercial parking,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2016-01-13,full planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=99632&pageindex=0,permissioned,,"Land at Former Concorde House (Rigden Rd & Austin Road), Ashford",https://www.ashford.gov.uk/media/5757/no1.pdf,NO1
yes,,2018-02-26,0.900833,51.157612,,4.5,2018-12-18,300,300,300,"Creation of a country park for recreational and water-sports purposes with a range of associated facilities including an activity centre, a public house/restaurant, change of use of Manor to offices, car parks and other ancillary works and structures including works to the Julie Rose Stadium; construction of 300 dwelling residential development with associated infrastructure and landscaping; and provision of an aggregates storage and distribution facility",Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2014-10-24,full planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=93786,permissioned,,"Land Adjacent to Julie Rose Stadium, Ashford",https://www.ashford.gov.uk/media/5758/nw3.pdf,NW3
yes,,2018-02-26,0.878218,51.152686,,4,2018-12-18,40,40,40,,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,,,,not permissioned,,"Lower Queens Road (Policy U4), Ashford",https://www.ashford.gov.uk/media/5760/st3.pdf,ST3
yes,,2018-02-26,0.885622,51.149506,,1,2018-12-18,25,25,25,,Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,,,,not permissioned,,"Land at Henwood Industrial Estate off Kennard Way, Ashford",https://www.ashford.gov.uk/media/5761/st8.pdf,ST8
yes,,2018-02-26,0.864829,51.145917,,0.75,2018-12-18,400,400,400,"Full and detailed application for plots 1 and 2 comprising: erection of 400 dwellings, a retail kiosk/cafe unit (Use class A1/A3) and associated parking, public surface car park, plant and storage; together with landscaping and access works.",Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2016-06-15,full planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=102504,permissioned,,Former Powergen Site,https://www.ashford.gov.uk/media/5763/vc1andvc2.pdf,VC1 & VC2
yes,,2018-02-26,0.864829,51.145917,,0.48,2018-12-18,260,260,260,"Outline application with appearance and landscaping reserved with parameters for plots 3, 4 and 5 comprising: demolition of existing buildings/structures and erection of up to 260 dwellings, associated parking, plant and storage together with landscaping and access works.",Ashford Borough Council,http://opendatacommunities.org/id/district-council/ashford,not owned by a public authority,2016-06-15,outline planning permission,http://planning.ashford.gov.uk/Planning/details.aspx?systemkey=102504,permissioned,,Former Powergen Site,https://www.ashford.gov.uk/media/5763/vc1andvc2.pdf,VC1 & VC2
