Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-01,1.337876,51.952098,,0.58,2017-12-01,48,0,0,"Erection of building containing 48 flats over ground floor commercial units. Erection of 11 houses (includes new private access road, parking and external works).",Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,,,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,Land at Felixstowe Sunday Market site Sea Road,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC001
yes,,2017-12-01,1.169579,52.082148,,3.65,2017-12-01,35,0,0,"Outline permission for the redevelopment of the site for a mixed use scheme comprising 1,120 sqm of office floorspace, 35 dwellings (12 affordable), 160sqm community floorspace, publicly accessible open space and associated works.",Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2016-11-04,outline planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,Old Station Works Westerfield Road Westerfield Ipswich IP6 9AB,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC002
yes,,2017-12-01,1.187713,52.10552,,0.71,2017-12-01,20,0,0,,Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,,,,not permissioned,,Street Farm The Street Witnesham Ipswich IP6 9HG,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC003
yes,,2017-12-01,1.337852,51.955499,,0.15,2017-12-01,5,0,0,Erection of 5 dwellings and alterations to existing vehicular access,Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2011-11-03,full planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,Garage site Langer Road Felixstowe IP11 2HS,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC004
yes,,2017-12-01,1.351361,51.965035,,0.12,2017-12-01,5,0,0,Demolition of existing building and construction of 5 dwellings with access and garaging (Outline),Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2014-12-05,outline planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NDR31EQXK7I00,permissioned,,Penfold Road Felixstowe Suffolk IP11 7BP,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC005
yes,,2017-12-01,1.35275,51.962774,,0.08,2017-12-01,5,0,0,"Conversion of redundant buildings to new dwellings, erection of new flat to site frontage and erection of car ports and associated car parking",Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2015-03-12,full planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NIXVW0QXFHV00,permissioned,,38-40 Victoria Street Felixstowe Suffolk IP11 7EW,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC006
yes,,2017-12-01,1.34143,51.955253,,0.03,2017-12-01,6,0,0,Change of use and refurbishment of the Buregate Public House to accommodate 6 residential units with associated parking and landscape works,Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2016-03-29,full planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,Former The Buregate Public House Sea Road Felixstowe Suffolk IP11 2DD,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC007
yes,,2017-12-01,1.346948,51.967572,,0.16,2017-12-01,10,0,0,"Built part of site only included; permitted area includes some greenfield land. Residential development of ten units, alterations to existing vehicular access associated external works and parking.",Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2016-11-17,outline planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,Land At Junction With Garrison Lane And High Road West Felixstowe Suffolk,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC008
yes,,2017-12-01,1.238382,52.032778,,0.93,2017-12-01,14,0,0,Proposed demolition of existing buildings and erection of 14 dwellings with associated vehicular access and external works.,Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2015-07-08,full planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NGZCWIQX06O00,permissioned,,Former Civil Service Sports Ground Straight Road Foxhall Suffolk IP10 0BZ,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC009
yes,,2017-12-01,1.339714,52.223713,,0.45,2017-12-01,16,0,0,Erection of 16 dwellings following the demolition of existing office buildings (resubmission of previously withdrawn application DC14/2573).,Suffolk Coastal District Council,http://opendatacommunities.org/id/district-council/suffolk-coastal,not owned by a public authority,2016-04-07,full planning permission,http://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NOA8Y9QXIHY00,permissioned,,Atlasfram Group Ltd New Road Framlingham Suffolk IP13 9AT,http://waveney.maps.arcgis.com/apps/MapJournal/index.html?appid=1a787ff0d2604387987c86ac1ae56188,SCDC010
