Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-12,-4.465671,50.451009,,0.39,2017-12-12,,10,15,Dwelling range includes a proportion of live-work units. Site partially in a Conservation Area - permission for any relevant demolition would also be required.,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,,,http://planning.cornwall.gov.uk/online-applications/,not permissioned,,Former Liskeard Enterprise Centre Liskeard PL14 4BW,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR1
,,2017-12-12,-5.064684,50.262187,,0.58,2019-12-12,,20,40,,,http://opendatacommunities.org/id/unitary-authority/cornwall,mixed ownership,,,http://planning.cornwall.gov.uk/online-applications/,not permissioned,,Land to rear Old County Hall Truro TR1 3HA,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR2
,,2017-12-12,-5.288859,50.223965,,0.47,2017-12-12,,25,35,Any proposals must be referred to the WHS team as part of Development Management consultation at both PIP and TDC stages.,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,,,http://planning.cornwall.gov.uk/online-applications/,not permissioned,,Forge Industrial Park North Roskear Camborne TR14 0AW,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR4
yes,,2017-12-12,-5.283996,50.221763,,0.5,2018-12-12,,15,30,Site in a Conservation Area - permission for any relevant demolition would also be required. Dependent on wider site for highways access. Any proposals must be referred to the WHS team as part of Development Management consultation at both PIP and TDC stages. 2018 update: small onsite building on South Roskear Terrace demolished in 2018 due to structural concerns following partial collapse.,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,,,http://planning.cornwall.gov.uk/online-applications/,not permissioned,,Land at North Roskear Road Camborne TR14 8PR,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR5
yes,2020-01-10,2017-12-12,-5.279919,50.223444,,0.1,2020-12-12,,5,5,five x 2 bedroom dwellings,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,2017-01-10,full planning permission,http://planning.cornwall.gov.uk/online-applications/,permissioned,,Site Adj To Tuckingmill Apartments Maynes Row Tuckingmill TR14 8QP,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR14
yes,2020-03-17,2017-12-12,-4.198286,50.376813,,0.11,2020-12-12,,26,26,26 residential units,,http://opendatacommunities.org/id/unitary-authority/cornwall,mixed ownership,2017-03-17,full planning permission,http://planning.cornwall.gov.uk/online-applications/,permissioned,,The Garden Sports and Leisure Club 10 Antony Road Torpoint PL11 2JW,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR16
yes,2020-03-29,2017-12-12,-4.19656,50.376603,,0.05,2020-12-12,,10,10,6 no. 2 bed flats and extension of 1 Fore Street to form 5 no. new 1 and 2 bed flats,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,2017-03-29,full planning permission,http://planning.cornwall.gov.uk/online-applications/,permissioned,,The Harbour Lights 1 Fore Street Torpoint PL11 2AA,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR17
yes,,2017-12-12,-5.067688,50.145331,,0.48,2017-12-12,,63,63,Part revises PA14/07349 for the demolition of Captains House and Tremor buildings and erection of 14 residential apartments; demolition of The Cottage and erection of 3 residential apartments. Erection of new multi-use resort building providing 56 residential apartments,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,2018-07-06,other,http://planning.cornwall.gov.uk/online-applications/,permissioned,,St Michaels Hotel And Spa 7 Stracey Road Falmouth TR11 4NB,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR18
yes,2020-03-31,2017-12-12,-5.494009,50.207221,,0.18,2020-12-12,,10,10,10 units,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,2017-03-10,reserved matters approval,http://planning.cornwall.gov.uk/online-applications/,permissioned,,Parc An Creet Garage Higher Stennack St Ives TR26 2HE,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR20
yes,2020-03-11,2017-12-12,-5.48096,50.209169,,0.11,2020-12-12,,5,5,Outline application for six 3-bedroom apartments,,http://opendatacommunities.org/id/unitary-authority/cornwall,not owned by a public authority,2017-02-23,outline planning permission,http://planning.cornwall.gov.uk/online-applications/,permissioned,,Orchard Walls Trewidden Road St Ives TR26 2BX,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=166583&ycoord=63854&wsName=ccmap&layerName=Brownfield%20register,BR21
