Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2018-12-20,-0.566,51.305,,0.31,2020-12-09,,8,8,,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,,,,not permissioned,,"Part of Barnsbury Site 2, Hawthorn Road, Woking, GU22 0BN",http://www.woking2027.info/ldfregisters,BLR2019001
yes,,2020-12-09,-0.554,51.322,,0.1,2020-12-09,,22,22,Amended version of pre-existing site. Yield from PLAN/2019/1156,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-01-21,full planning permission,,permissioned,,"101-107 Chertsey Road, Woking, GU21 5BW",http://www.woking2027.info/ldfregisters,BLR2019002
,2020-12-10,2018-12-20,-0.557,51.317,,0.06,2020-12-10,,,,Incorporated into BLR2020004,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,,not permissioned,,"The Crescent, Heathside Crescent, Woking, GU22 7AG",http://www.woking2027.info/ldfregisters,BLR2019003
,,2019-12-19,-0.557,51.318,,0.38,2020-12-09,,200,200,Maximum yield is from the HIF bid.,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,,,,not permissioned,,"Station Plaza, Station Approach, Woking",http://www.woking2027.info/ldfregisters,BLR2019004
,,2020-12-10,-0.559,51.316,,0.52,2020-12-10,,90,300,Office use also required. Minimum yield is based on SHLAA 2017. Maximum yield is from the HIF bid. PLAN/2020/0681: Erection of hoarding to enclose site.,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,2020-09-09,full planning permission,,permissioned,,"The Triangle, 11-15 Guildford Road, Southern House, Jubilee House, Lynton House, Station Approach, GU55 7PX",http://www.woking2027.info/ldfregisters,BLR2020001
,,2020-12-10,-0.558,51.321,,0.19,2020-12-10,,200,200,"Maximum yield is from the HIF bid. Office use (net 1,800 sq.m) also required.",,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,,"Griffin House, West Street, Woking, GU21 6BS and Concorde House, 165 Church Street East, Woking GU21 GHJ",http://www.woking2027.info/ldfregisters,BLR2020002
yes,,2020-12-10,-0.564,51.318,,0.37,2020-12-10,,77,180,"Minimum yield is from extant permissions (38 at Premier House, PLAN/2020/0020 and PLAN/2018/0918; 39 at Church Gate, PLAN/2019/1090 and PLAN/2018/0741). Maximum yield is from HIF bid.",,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-03-20,full planning permission,,permissioned,,"Church Gate and Premier House, 9-11 and 15-19 Church Street West, GU21 6DJ",http://www.woking2027.info/ldfregisters,BLR2020003
yes,,2020-12-10,-0.557,51.317,,0.26,2020-12-10,,20,150,Minimum yield is from the draft Site Allocations DPD. Maximum yield is from the HIF bid. Office floorspace also required.,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,,not permissioned,,"St Dunstans Phase 3, The Crescent and Somerset House, Oriental Road, GU22 7AA",http://www.woking2027.info/ldfregisters,BLR2020004
yes,,2020-12-10,-0.562,51.317,,1.51,2020-12-10,,180,1205,"Minimum yield from draft Site Allocations DPD. Maximum yield from HIF bid. Office (re-provision of existing floorspace at UA9, net 1,500 sq.m at UA13 and net 900 sq.m at UA12), retail and community uses also required.",,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,,pending decision,,"Goldsworth Road, GU21 6JT",http://www.woking2027.info/ldfregisters,BLR2020005
yes,,2020-12-10,-0.552,51.32,,1.79,2020-12-10,,250,400,Open space also required. Minimum yield from draft Site Allocations DPD. Maximum yield from HIF.,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,,,,not permissioned,,"Station Car Park, Car Park East, Oriental Road, Woking, GU22 7QE",http://www.woking2027.info/ldfregisters,BLR2020006
yes,,2020-12-10,-0.562,51.316,,1.72,2020-12-10,,100,400,Minimum yield from draft Site Allocations DPD. Maximum yield from HIF bid.,,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,,New Central Extension (Coal Yard/Aggregates Yard) adjacent to the Railway Line,http://www.woking2027.info/ldfregisters,BLR2020007
