Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-19,-0.37421,53.678746,,2.23,2018-12-18,71,71,71,The site is located within the development limit of Barrow upon Humber.,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"Land east of Beck Lane, Barrow Upon Humber",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=507485.029164299&StartNorthing=421480.830485244&StartZoom=1000&Layers=brownfield,IN1-18
,,2017-12-19,-0.644239,53.56769,,0.16,2018-12-18,14,14,14,The site is allocated for residential development within North Lincolnshire Housing and Employment Land Allocation Development Plan Document.,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,owned by a public authority,,,,not permissioned,,"Former Carpark, Collum Avenue, Scunthorpe",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=489885.39706548&StartNorthing=408752.20508063&StartZoom=1000&Layers=brownfield,SCUH-12
,,2018-12-18,-0.59224,53.653398,,0.31,2018-12-18,27,27,27,,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"6 Park Street, Winterton",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=493140.361136339&StartNorthing=418353.737024812&StartZoom=1000&Layers=brownfield,X5EJ7
,,2018-12-18,-0.389147,53.677,,1.55,2018-12-18,40,40,40,,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,outline planning permission,,permissioned,,"C Spencer Ltd, Mill Lane, Barrow Upon Humber",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=506502.850701114&StartNorthing=421264.200246377&StartZoom=1000&Layers=brownfield,PA/2018/845
,,2018-12-18,-0.336462,53.676999,,0.25,2018-12-18,11,11,11,,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"Former Mellors Coaches Depot, Goxhill",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=509982.744550759&StartNorthing=421344.169947869&StartZoom=1000&Layers=brownfield,RMI4C
,,2018-12-18,-0.740363,53.585756,,3.05,2018-12-18,,,,,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"Old Railway Sidings, Keadby",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=483484.181715147&StartNorthing=410645.182227312&StartZoom=1000&Layers=brownfield,9F980
,,2017-12-19,-0.495458,53.552195,,0.8,2018-12-18,23,23,23,The site is located within the development limit of Brigg.,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"Land to rear of 48 to 57 Bridge Street, Brigg",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=499774.472835261&StartNorthing=407226.311871983&StartZoom=1000&Layers=brownfield,OI177
,,2017-12-19,-0.670121,53.58759,,0.05,2018-12-18,8,8,8,The site is located within the development limit of Scunthorpe.,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"32-34 Newland Avenue, Scunthorpe",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=488130.033784832&StartNorthing=410933.745093097&StartZoom=1000&Layers=brownfield,PA/2017/113
,,2018-12-18,-0.655718,53.531713,,0.28,2018-12-18,5,5,5,Planning permission to erect five dwellings and one pair of semi-detatched dwellings,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,2017-04-26,full planning permission,https://apps.northlincs.gov.uk/application/pa-2016-2033,permissioned,,"Off Temperance Avenue, Messingham",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=489200.761805254&StartNorthing=404735.52369562&StartZoom=1000&Layers=brownfield,PA/2016/2033
,,2017-12-19,-0.436055,53.685715,,1.95,2018-12-18,73,73,73,The site is allocated for residential development within North Lincolnshire Housing and Employment Land Allocation Development Plan Document.,North Lincolnshire Council,http://opendatacommunities.org/id/unitary-authority/north-lincolnshire,not owned by a public authority,,,,not permissioned,,"Former St Marys CycleWorks, Barton Upon Humber",http://maps.northlincs.gov.uk/iSharewebin.Web/myNorthlincs.aspx?mapsource=Northlincs_webin/nlc_AllMaps&StartEasting=503383.294028402&StartNorthing=422164.505355223&StartZoom=1000&Layers=brownfield,BARH-3
