Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,,-3.800509,53.7708,,0.28,2018-07-05,8,8,8,Large existing residential plots. Site would require clearance of existing homes to allow its development. Previously granted permission on appeal - now expired. Development must consider the creation of appropraite access.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,Land to rear of 50/52 Brackenhurst Road,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,Bab1
yes,,,-3.793497,53.773602,,0.12,2018-07-05,10,10,10,"Derelict and underused parking provision, considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision, and have regard to the nearby Springfield Brook and adjacent allotments.",Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,Garages off Bowness Close,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,Bab3
yes,,,-3.856022,53.820752,,0.07,2018-07-05,5,5,5,Off road car park that is considered to be a viable redevelopment option that is available and unconstrained. Development will need to consider the loss of parking provision.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,owned by a public authority,,,,not permissioned,,"Parking area, Santos Close",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,BW1
yes,,,-3.872495,53.807578,,0.1,2018-07-05,6,6,6,Open public space considered to be readily available. Development will need to conisder the loss of informal parking space.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,Dunsmore Avenue Garages (rear of 412 and 440),http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,BW3
yes,,,-3.87445,53.809516,,0.72,2018-07-05,34,34,34,"Recently cleared former commercial building and office site with off street parking and open public space, considered to be a viable redevelopment option that is unconstrained. Development will need to satisfy the employment and community facilities protection policies of the coventry local plan 2016.",Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,owned by a public authority,2016-10-28,full planning permission,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784784,not permissioned,,Former Stretton Avenue Offices and vacant land to the south,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,BW22
yes,,,-3.871907,53.808019,,1.46,2018-07-05,53,53,53,Site situated in established residential area and is considered suitable. Long-term redevelopment opportunity.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,"Former Chace Primary School, Robin Hood Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,BW35
yes,,,-3.869111,53.82231,,0.51,2018-07-05,20,20,20,"Community building with off street parking, considered to be a viable redevelopment option that is available. Development will beed to be mindful that the site is situated adjacent to a SSSI. Development will need to satisfy the loss of community facilities policy in the coventry local plan 2016.",Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,mixed ownership,,,,not permissioned,,"Former Social Club, Grange Avenue",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,BW36
yes,,,-3.858655,53.772807,,0.49,2018-07-05,12,12,12,Vacant site considered to be a viable redevelopment option that is available. Development will need to conisder the trees that could be identified for protection.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,owned by a public authority,,,,not permissioned,,"Former Wisteria Lodge, Earlsdon Avenue South",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,E1
yes,,,-3.853888,53.757616,,6.1,2018-07-05,110,110,110,Commercial / Industrial site considered to be a viable redevelopment option. Development will need to mitigate the proximity to the railway line and will need to satisfy employment land protection policies in the coventry local plan 2016.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,Land at Sir Henry Parks Road (COVRAD and CoovPress),http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,E2a+b
yes,,,-3.84564,53.773277,,0.26,2018-07-05,12,12,12,Spencer Sports and Social club with off road parking considered to be a viable redevelopment option that is available. Development will need to consider the noise from the railway line.,Coventry City Council,http://opendatacommunities.org/id/metropolitan-district-council/coventry,,,,,not permissioned,,Former Spencer Sports and Social club,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,E3
