Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2018-12-01,-1.323274,51.066789,,0.11,2020-12-15,8,8,8,Demolition of former Trinity Centre. Erection of 8No Dwellings,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2020-01-24,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Dance Academy, 21 St Pauls Hill, Winchester",BLR20/01,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2018-12-01,-1.069561,50.895348,,0.15,2020-12-15,8,8,8,Conversion of existing floors(B1A Use) to form Residential Accomodation (8 Flats),Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2017-12-14,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"WCI Technology House, Parklands Business Park, Forest Road, Denmead",BLR20/02,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2019-11-28,-1.068901,50.894956,,0.26,2020-12-15,6,6,6,Prior Notification For COU of Office (B1A Use) to form 10 Residential Units (Class C3) with associated Car Parking.,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2018-12-06,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,Primayer House Parklands Business Park Forest Road Denmead,BLR20/03,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2019-11-28,-1.344694,51.007202,,0.32,2020-12-15,16,16,16,Refurbishment and redevelopment of The Old Parsonage Care Home to provide 16No. Close Care Apartments,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-03-14,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,The Old Parsonage Care Home Main Road Otterbourne,BLR20/04,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2019-11-28,-1.33916,51.060612,,0.4,2020-12-15,33,33,33,MMA to 17/00798/FUL - Condition 2 approved floor plans to vary the proposal to provide 33 Sheltered apartments from 29,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-01-25,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,Kings School House Sarum Road Winchester,BLR20/05,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2020-12-15,-1.204393,50.881605,,0.04,2020-12-15,8,8,8,Proposed Conversion of 1st and 2nd Floor to 8 Flats,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-04-05,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Unit D, South Square, Knowle",BLR20/06,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2020-12-15,-1.308654,51.060508,,0.15,2020-12-15,15,15,15,Erection of 15 Almshouse,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-04-09,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"108 Colebrook Street, Winchester",BLR20/07,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2020-12-15,-1.298708,51.088846,,0.51,2020-12-15,,,,Change of use from B1(A) Office to Residential (C3),Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-04-29,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Kings Worthy Court, London Road, Kings Worthy",BLR20/08,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2020-12-15,-1.299415,51.089282,,0.78,2020-12-15,,,,Change of use from B1(A) Office to Residential (C3),Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-04-29,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Kings Worthy House London Road, Kings Worthy",BLR20/09,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
yes,,2020-12-15,-1.307581,51.051105,,0.03,2020-12-15,8,8,8,Conversion of storage area (B8) into 8 Flats (C3).,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-05-29,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,"Emmaus Community Bar End Road, Winchester",BLR20/10,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,,,
