Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-18,-2.274386,53.452801,,0.75,2017-12-18,36,36,36,Site could be a potential housing site for a minimum of 36 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Stretford Memorial Hospital, 226 Seymour Grove, Stretford, M16 0DU",1503,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.452801/-2.2743858,,,
yes,,2017-12-18,-2.39142,53.439729,,0.7,2017-12-18,27,27,27,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 27 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Former Mosedales Brickworks, 4 Ends Lane, Flixton",1530,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.439729/-2.3914204,,,
yes,,2017-12-18,-2.348259,53.448698,,0.58,2017-12-18,22,22,22,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 22 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,owned by a public authority,,,,not permissioned,"Higher Road Depot and Adjoining site, Urmston",1552,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.448698/-2.3482591,,,
yes,,2017-12-18,-2.351065,53.398237,,0.22,2017-12-18,11,11,11,Site could be a potential housing site for a minimum of 11 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,owned by a public authority,,,,not permissioned,"Wharf Road, Altrincham",1568,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.398237/-2.3510651,,,
yes,,2017-12-18,-2.352807,53.385217,,0.42,2017-12-18,21,21,21,Site is included in the Adopted Altrincham Business Neighbourhood Plan as a potential housing site for a minimum of 21 units.,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,owned by a public authority,,,,not permissioned,"Regent Road/New Street, Altrincham",1582,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.385217/-2.3528071,,,
yes,,2017-12-18,-2.344476,53.386796,,0.85,2017-12-18,43,43,43,Site is included in the Adopted Altrincham Business Neighbourhood Plan as a potential housing site for a minimum of 43 units.,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Oakfield Road/Balmoral Road, Altrincham",1585,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.386796/-2.3444757,,,
yes,,2017-12-18,-2.345324,53.385679,,0.35,2017-12-18,17,17,17,Site is included in the Adopted Altrincham Business Neighbourhood Plan as a potential housing site for a minimum of 17 units.,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Mayors Road/Manors Road, Altrincham",1586,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.385679/-2.3453236,,,
yes,,2017-12-18,-2.278468,53.459982,,2.51,2017-12-18,125,125,125,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 125 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Former Bakemark UK, Skerton Road, Old Trafford",1607,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/17/53.459982/-2.2784684,,,
yes,,2017-12-18,-2.304217,53.446518,,0.21,2017-12-18,28,28,28,"Erection of one four storey building and one part three, part two storey building with undercroft car parking to provide 28 no. dwellings, comprising 5 no. one bedroom apartments and 23 no. two bedroom apartments",traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,2016-08-19,full planning permission,http://publicaccess.trafford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZW4EQLTA303,permissioned,"Former Boat Yard, Edge Lane, Stretford",1608,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.446518/-2.3042168,,,
yes,,2017-12-18,-2.316824,53.372356,,0.87,2017-12-18,31,31,31,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 31 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"289 Hale Road, Halebarns",1623,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.372356/-2.316824,,,
yes,,2017-12-18,-2.434922,53.411336,,0.3,2017-12-18,14,14,14,Site could be a potential housing site for a minimum of 14 units,traffordcouncil,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Former Red Brook Public House, Oak Road, Partington",1639,https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.411336/-2.4349221,,,
