Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2018-12-20,-0.880874,52.19556,,1.159138,2018-12-21,19,19,19,"Part of Former Wootton Sewage Works. Part of the site is within Floodzone 2,3 and 3B.",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,,,not permissioned,,"Quinton Road, Wootton",https://www.northampton.gov.uk/download/downloads/id/10720/bfr0171,BFR0171
yes,,2017-12-13,-0.888943,52.227913,,11.579971,2018-12-21,250,250,250,Majority of the site is owned by HCA. Close proximity to the town centre adjacent to University of Northampton waterside campus.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,,,not permissioned,,Ransome Road/Nunn Mills Road,https://www.northampton.gov.uk/download/downloads/id/10716/bfr0181,BFR0181
yes,,2017-12-13,-0.814142,52.269257,,3.228833,2017-12-13,125,125,125,Site was formerly Blackthorn Middle School and now vacant. Outline planning permission for residential development has lapsed in October 2017.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,not permissioned,,"Blackthorn Middle School, Blackthorn Road",https://www.northampton.gov.uk/download/downloads/id/10049/bfr0191,BFR0191
yes,,2017-12-13,-0.874267,52.271068,,4.928971,2018-12-21,132,132,132,N/2006/1052 (WNDC app) Outline App for residential development withdrawn (23 Jan 2012). N/2018/0904 Outline application with all matters reserved except access for up to 132no dwellings (IN PROGRESS 17/12/18),Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,pending decision,,"Parklands Middle School, Devon Way",https://www.northampton.gov.uk/download/downloads/id/10046/bfr0205,BFR0205
yes,,2017-12-13,-0.905585,52.237643,,2.121214,2017-12-13,68,68,68,Forms part of Policy 19 (Castle Station) in the Central Area Action Plan (adopted 2013). No planning history found.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,,,not permissioned,,Railway Station Car Park,https://www.northampton.gov.uk/download/downloads/id/10048/bfr0288,BFR0288
yes,,2017-12-13,-0.890483,52.242887,,1.029865,2018-12-21,28,28,28,"N/2016/1434 (temporary car park, Great Russell Street) proposed construction of 12 dwellings (approved). N/2016/0319 (temporary car park, Great Russell Street) erect 24 maisonettes (refused). N/2014/1279 (former Top of the Town Nightclub) Construction of three storey building to provide offices, 12 flats and basement parking. N/2018/1162 The Cuckoo’s Nest change of use of Public House to flats, approved 3/12/18",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,full planning permission,,permissioned,,Chronicle & Echo South,https://www.northampton.gov.uk/download/downloads/id/10053/bfr0335,BFR0335
yes,,2017-12-13,-0.891159,52.242147,,0.295219,2018-12-21,28,28,28,"N/2015/0333 Hybrid planning application comprising (a) Full Planning Application for the erection of 1810m2 new retail food store with associated access from Earl Street, landscaping and car parking; and (b) Outline Planning Application with all matters reserved except access (from Great Russell Street) of up to 19 residential dwellings. 2018 update Aldi foodstore completed, outline amended.",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,full planning permission,,permissioned,,Chronicle & Echo North,https://www.northampton.gov.uk/download/downloads/id/10721/bfr0336,BFR0336
yes,,2016-06-29,-0.913337,52.244493,,2.542122,2018-12-21,81,81,81,"N/2015/1021 approval for part demolition of existing factory building and conversion of existing factory building into 45 apartments and the erection of dwellings. UPDATE N/2017/0401 0025 Barker Buildings, approved 27/9/18, 64 no compliant residential units, ranging in size from studio to two bedrooms",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,full planning permission,,permissioned,,Countess Road,https://www.northampton.gov.uk/download/downloads/id/10056/bfr0338,BFR0338
yes,,2017-12-13,-0.899273,52.253327,,0.237593,2018-12-21,25,25,25,"N/2016/1091 Approved for Erection of three residential buildings comprising total of 80 specialised supported living apartments (Use Class C3), together with associated access, parking, open space, bins and scooter store. 2018 update completed 2018 about 65% of site (0.54HA) (outline amended)",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,,,not permissioned,,Balmoral Road (rear),https://www.northampton.gov.uk/download/downloads/id/10715/bfr0355,BFR0355
yes,,2016-06-29,-0.880405,52.243534,,0.046891,2018-12-21,10,10,10,"N/2015/0390 Approved for demolition of part single, two storey and three storey rear element of the building. Change of use of existing factory/storage to 10no. One bed self contained flats (2no. Mobility Units) together with 8no. On site parking bays (2no. Mobility bays), refuse bin area and cycle storage areas. Resubmission of planning application N/2010/0019. N/2018/0834, conversion into 10 NO.1 bed flats, approved",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,,57 Artizan Road,https://www.northampton.gov.uk/download/downloads/id/10055/bfr0496,BFR0496
yes,,2016-06-29,-0.893019,52.243956,,0.042173,2018-12-21,14,14,14,Permission for 14no. flats N/2014/0431 (lapsed),Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,,,not permissioned,,12 Duke Street,https://www.northampton.gov.uk/download/downloads/id/10109/bfr0497,BFR0497
yes,,2016-06-29,-0.90401,52.243256,,0.078984,2017-12-13,24,24,24,N/2005/0797 planning permission for 24 flats. N/2012/0905 planning permission for 22 unit residential care home (C2). Both proposals involve offices on the ground floor. Construction works have started on site.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,,"Former Semilong Service Station, St Andrews Road",https://www.northampton.gov.uk/download/downloads/id/10072/bfr0507,BFR0507
yes,,2017-12-13,-0.898411,52.264334,,0.522214,2017-12-13,16,16,16,A longstanding application from 2012 to extend previous residential permission has had no activity for years. In the meantime permissions have been granted for student accommodation in 2015. N/2015/0419,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,,"Bective Works/Jabez House, Bective Road/Yelvertoft Road",https://www.northampton.gov.uk/download/downloads/id/10062/bfr0510,BFR0510
yes,,2016-06-29,-0.930323,52.236645,,10.183154,2017-12-13,255,255,255,"N/2014/0664 (land to the north west and east of Sixfields Stadium) EIA screening opinion for up to 255 residential units, retail buildings, retail parade, hotel and extension to the west stand of the stadium (completed)",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,not permissioned,,Sixfields East,https://www.northampton.gov.uk/download/downloads/id/10060/bfr0594,BFR0594
yes,,2017-12-13,-0.892813,52.230871,,0.36077,2017-12-13,94,94,94,"All planning history associated with residential development of this site now largely completed. However, 94 dwellings (part affordable housing) are left to be completed on two parts of the site. process is underway to transfer these two parcels of land to Northampton Borough Council.",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,,Southbridge/Nunn Mills,https://www.northampton.gov.uk/download/downloads/id/10063/bfr0624,BFR0624
