Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-12-22,-1.223373,50.615762,,0.31,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"Former Worsley Inn, High Stret, Wroxall, PO38 3HB",BFR008,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.303079,50.750485,,1.89,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"Former Somerton Reservoir, Newport Road, Cowes, PO31 7ER",BFR026,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.160125,50.732115,,0.09,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"9-11 George Street, Ryde, PO33 2EB",BFR038a,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.159589,50.732021,,0.03,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"6-8 George Street, Ryde, PO33 2EB",BFR038b,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.17284,50.629561,,0.37,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"SPA site, Shanklin Esplanade",BFR047,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.153344,50.657865,,0.19,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"23, Carter Street, Sandown, PO36 8DG",BFR050,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.209424,50.708395,,0.28,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"Car sales area, Havenstreet Garage, Main Road, Havenstreet, PO33 4DR",BFR053,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.25409,50.664786,,0.6,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,Not permissioned,"Cheeks Farm, Merstone Lane, Merstone, Newport, PO30 3DE",BFR073,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.174076,50.634875,,0.17,2017-12-22,9,9,9,"Permission was for 14, 5 have been built to date. P/01675/10&P/01194/12& P/00164/16. Demolition of hotel, residential development comprising 14 flats",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2016-04-07,full planning permission,,permissioned,"Berkeley Court Hotel, 2 Culver Road, Shanklin, PO376ER",BFR080,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.17865,50.633721,,0.08,2017-12-22,1,1,1,P/00689/15. 4 Storey block of 11 Flats with associated parking,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-09-03,full planning permission,,permissioned,"Site of Former Rozelle Hotel, 22 Atherley Road, Shanklin, PO377AT",BFR081,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.287966,50.759998,,0.38,2017-12-22,41,41,41,"P/01562/14. Mixed use development comprising four/five storey block of 39 sheltered apartments with Class B1 commercial on ground floor, 10 dwellings and parking",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-03-19,reserved matters approval,,permissioned,"Land between Castle Street and Church Path fronting Old Road, East Cowes, PO32",BFR082,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.206517,50.710308,,0.75,2017-12-22,10,10,10,P/01263/14. Proposed residential comprising 3 paris of semi-detached houses and 5 detached houses with parking,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-07-01,full planning permission,,permissioned,"Sans Souci, Main Road, Havenstreet, Ryde, PO334DL",BFR083,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.190038,50.597154,,1.08,2017-12-22,12,12,12,P/00039/16. Permission of 12 flats to be used as permanent residential,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2017-03-08,full planning permission,,permissioned,"Westfield Holiday Centre, Shore Road, Ventnor, PO381RL",BFR084,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.13406,50.724838,,11.29,2017-12-22,128,128,128,"P/00573/15. Demolition of buildings, outline for 128 units, 63 bed hotel and parking",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-12-01,outline planning permission,,permissioned,"Former Harcourt Sands Holiday Park, Puckpool Hill, Ryde, PO331PJ",BFR085,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.123606,50.724013,,0.09,2017-12-22,9,9,9,"P/00700/16. Alteration, conversion and extensions tp provide 12 residential units with parking",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2016-11-01,full planning permission,,permissioned,"Spring Vale Hotel & Restaurant, Springvale Road, Seaview, PO345AN",BFR086,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.296158,50.700614,,0.06,2017-12-22,20,20,20,"P/00914/16. Demolition and proposed 2.5/3 storey block of 20 flats, office on ground floor",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2017-09-18,full planning permission,,permissioned,"11, 11a, 11b, 11c, 11d St James Street, Newport, PO30",BFR087,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.288905,50.760741,,2.31,2017-12-22,53,53,53,"Resolution to grant subject to signing of S106. P/00941/16. Various including 53 residential units, retail, hotel, café, bar, parking and public realm",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,outline planning permission,,pending decision,"Land to west of Castle Street & Maresfield, incorporating Columbine, part of Venture Quays, Barracks Building at the Esplanade and Albany Road, East Cowes, PO32",BFR088,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.282664,50.655963,,1.52,2017-12-22,21,21,21,"P/01392/16. Demolition of industrial building, proposed development of 21 residential units, associated highway access",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2017-05-17,full planning permission,,permissioned,"Part OS parcel 8530 off Main Road, Rookley, Ventnor, PO38",BFR089,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.123851,50.717711,,1.44,2017-12-22,25,25,25,"P/00867/17. Demolition of office block and 37 residential units, redevelopment of the site for 25 residential units.",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2017-10-16,full planning permission,,permissioned,"Formerly Pondwell Holiday Camp, Pondwell Hill, Ryde, PO331QA",BFR090,https://www.iwight.com/brownfieldlandregister,,,
yes,,2017-12-22,-1.083307,50.685133,,0.75,2017-12-22,13,13,13,"P/01479/14. Demolition of buildings, construction of 5 pairs of semi-detached dwellings and terrace of 3 dwellings",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-06-09,full planning permission,,permissioned,"Former Bembridge C or E School, Steyne Road, Brembridge, PO35",BFR091,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.164225,50.724671,,0.08,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Former Youth Centre, Well Street, Ryde",BFR092,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.164089,50.659004,,2.29,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Former Sandham Middle School site, Sandown",BFR094,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.290793,50.695761,,0.1,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Test Centre, 23 Medina Avenue, Newport",BFR095,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.201952,50.595329,,0.03,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Former Ventnor Youth Centre, Victoria Street, Ventnor",BFR096,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.162872,50.732225,,0.45,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"St Thomas' Car Park, St Thomas Street (south), Ryde",BFR098,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.157442,50.654918,,0.15,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Former Town Hall, Grafton Street, Sandown",BFR100,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.543489,50.67742,,0.41,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,Not permissioned,"Former Weston Primary School site, Weston Road, Totland",BFR101,https://www.iwight.com/brownfieldlandregister,,,
