Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-13,-0.909323,52.239076,,0.41,2017-12-13,44,44,44,Full planning permission (N/2014/1163) for the erection of 44 flats. Currently under construction.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,"Victoria Business Park, St James Park Road",BFR0146,https://www.northampton.gov.uk/downloads/file/10105/bfr0146,,,
yes,,2017-12-13,-0.889384,52.227805,,13.61,2017-12-13,1020,1020,1020,Majority of the site is owned by HCA.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,,,not permissioned,Ransome Road/Nunn Mills Road,BFR0181,https://www.northampton.gov.uk/downloads/file/10045/bfr0181,,,
yes,,2016-06-29,-0.851218,52.261465,,2.66,2017-12-13,31,31,31,N/2015/1074-Permission for 81 residential units approved and currently under construction.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,full planning permission,,permissioned,"St Marys Middle School, Grange Road",BFR0189,https://www.northampton.gov.uk/downloads/file/10051/bfr0189,,,
yes,,2016-06-29,-0.814142,52.269257,,3.23,2017-12-13,128,128,128,Site was formerly Blackthorn Middle School and now vacant. Outline planning permission for residential development has lapsed in October 2017.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,outline planning permission,,not permissioned,"Blackthorn Middle School, Blackthorn Road",BFR0191,https://www.northampton.gov.uk/downloads/file/10049/bfr0191,,,
yes,,2017-12-13,-0.874267,52.271068,,4.93,2017-12-13,98,98,98,N/2006/1052 (WNDC app) Outline App for residential development withdrawn (23 Jan 2012),Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,not permissioned,"Parklands Middle School, Devon Way",BFR0205,https://www.northampton.gov.uk/downloads/file/10046/bfr0205,,,
yes,,2016-06-29,-0.894085,52.265848,,1.83,2017-12-13,58,58,58,N/2016/1007 Full Planning Permission for 82 dwellings granted on 24.02.2017,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,permission in principle,,permissioned,"Green Oaks Primary, Bective Road",BFR0211,https://www.northampton.gov.uk/downloads/file/10047/bfr0211,,,
yes,,2016-06-29,-0.904459,52.268849,,5.57,2017-12-13,179,179,179,Outline application N/2015/0647 and reserved matters application N/2016/0572 for residential development comprising 195 dwellings were approved in 2016.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,reserved matters approval,,permissioned,"Kingsthorpe Middle School, Northfield Way",BFR0214,https://www.northampton.gov.uk/downloads/file/10050/bfr0214,,,
yes,,2016-06-29,-0.905585,52.237643,,2.12,2017-12-13,270,270,270,Forms part of Policy 19 (Castle Station) in the Central Area Action Plan (adopted 2013). No planning history found.,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,,,not permissioned,Railway Station Car Park,BFR0288,https://www.northampton.gov.uk/downloads/file/10048/bfr0288,,,
yes,,2017-12-13,-0.822736,52.248941,,0.64,2017-12-13,20,20,20,"N/2016/1075 Full planning permission for Wilson House, 2 Orchard Hill, for change of use from office to D1 to include place of worship, day nursery, conference room, bookshop, intenet café, office, parking.",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,,,full planning permission,,permissioned,Orchard Hill,BFR0326,https://www.northampton.gov.uk/downloads/file/10052/bfr0326,,,
yes,,2017-12-13,-0.890483,52.242887,,1.03,2017-12-13,24,24,24,"N/2016/1434 (temporary car park, Great Russell Street): proposed construction of 12 dwellings (approved). N/2016/0319 (temporary car park, Great Russell Street): erect 24 maisonettes (refused). N/2014/1279 (former Top of the Town Nightclub): Construction of three storey building to provide offices, 12 flats and basement parking.",Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,full planning permission,,permissioned,Chronicle & Echo North,BFR0335,https://www.northampton.gov.uk/downloads/file/10053/bfr0335,,,
