Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,2019-12-30,2017-12-20,-2.312615,51.225141,,3.6,2020-03-31,,157,157,planning ref: 2019/0209/REM - under construction Dec 2019,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2019-10-18,reserved matters approval,,permissioned,,"Caxton Road, Frome",http://www.mendip.gov.uk/land,FRO058
yes,,2017-12-20,-2.315739,51.225265,,0.25,2020-03-31,,7,7,Permission for 7 dwellings and 3 workspaces - 2019/0745/APP approved 23/05/2019,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2015-03-03,reserved matters approval,,permissioned,,"Locks Hill Works, 49-51 Locks Hill, Frome",http://www.mendip.gov.uk/land,FRO048
yes,,2018-11-20,-2.317609,51.230485,,4.6,2020-03-31,,250,250,Site allocated in adopted Plan and emerging site allocations plan. Acquired by Council to be brought forward with Acorn Housing Group.,,http://opendatacommunities.org/id/district-council/mendip,mixed ownership,,,,pending decision,,"Saxonvale, Frome",http://www.mendip.gov.uk/land,FRO009
yes,,2017-12-20,-2.314911,51.228919,,0.3,2020-03-31,,9,9,Site cleared but work not started - application to be renewed early 2020,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"John Snelgrove Limited, Victoria Road, Frome",http://www.mendip.gov.uk/land,FRO221
yes,,2017-12-20,-2.335902,51.235141,,1.55,2020-03-31,,64,64,Planning Ref 2017/0722/FUL - Site information: http://vallispark.co.uk/,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2019-03-12,full planning permission,,permissioned,,"Land at Vallis Road, Frome",http://www.mendip.gov.uk/land,FRO015
yes,,2017-12-20,-2.324369,51.229388,,0.14,2020-03-31,,10,10,Site has a technical start so will not lapse,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2015-06-16,full planning permission,,permissioned,,"25 Christchurch Street West, Frome",http://www.mendip.gov.uk/land,FRO031
yes,,2017-12-20,-2.330294,51.221821,,0.12,2020-03-31,,5,5,Original planning ref: 2014/2065/FUL - no pre-commencement conditions discharged so permission believed to have expired,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"TMH Commercials, 157a The Butts, Frome",http://www.mendip.gov.uk/land,FRO223
,,2017-12-20,-2.709791,51.157653,,1.95,2020-03-31,,62,62,County Council depot and would need to relocate. Housing site allocated in draft Local Plan Part 2 (site allocations document).,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"Glastonbury Highway Depot, Glastonbury",http://www.mendip.gov.uk/land,GLAS001
,,2017-12-20,-2.710056,51.158507,,0.15,2020-03-31,,5,5,Housing site allocated in draft Local Plan Part 2 (site allocations document).,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"Avalon Motors, Wells Road, Glastonbury",http://www.mendip.gov.uk/land,GLAS001a
,,2017-12-20,-2.718119,51.144175,,0.14,2020-03-31,,25,25,Car wash with expired permission for housing. Allocated in draft Local Plan Part 2 (site allocations document).,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"Garage site, Frogmore, Street Road, Glastonbury",http://www.mendip.gov.uk/land,GLAS027
,,2017-12-20,-2.70493,51.159104,,0.63,2020-03-31,,25,25,Site allocated for housing in draft Local Plan Part 2 (proposed changes document). Both sites in use at present. Enlarged from 2017,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"Lintells Garage and Avalon Repair , Wells Road, Glastonbury",http://www.mendip.gov.uk/land,GLAS055/GLAS021
yes,,2017-12-20,-2.739828,51.126945,,0.01,2020-03-31,,5,5,Planning Ref 2017/1865/PAO,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2017-08-30,other,,permissioned,,"68-70 High Street and 4 Farm Road, Street",http://www.mendip.gov.uk/land,STR140
yes,,2017-12-20,-2.54626,51.191174,,0.06,2020-03-31,,6,6,Planning Ref 2018/0254/FUL,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2018-04-24,full planning permission,,permissioned,,"Service yard off Church Lane and Peter Street, Shepton Mallet",http://www.mendip.gov.uk/land,SHEP114
yes,,2017-12-20,-2.543397,51.190584,,0.94,2020-03-31,,146,146,2016/0509/FUL. Revsied application 2016/2485/FUL with additional parking is more likely to be implemented. Site being used for prison tours until 2021. Application resubmitted and is currently live ref: 2019/0598/FUL- Site information: http://www.cityandcountry.co.uk/developments-coming-soon/1610-the-old-shepton-mallet-gaol/1610-the-old-shepton-mallet-gaol.aspx,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2017-07-14,full planning permission,,permissioned,,Shepton Mallet Prison,http://www.mendip.gov.uk/land,SHEP103
,,2017-12-20,-2.547832,51.190518,,0.33,2020-03-31,,10,10,Expired permission for houses and flats for 12 dwellings refused planning permission ref: 2011/2772,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"14/16 Commercial Road, Shepton Mallet",http://www.mendip.gov.uk/land,SHEP115
yes,,2017-12-20,-2.65113,51.208212,,0.02,2020-03-31,,6,6,Expired Prior Approval 2015/2468/PAO,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"2 St Cuthbert Street, Wells",http://www.mendip.gov.uk/land,WELLS120
yes,,2017-12-20,-2.656378,51.20486,,0.52,2020-03-31,,7,7,Planning Ref 2009/0584 now expired . Part of larger site allocated in Mendip site allocations document for mixed use. Main site being promoted for commercial development . Still in commercial use,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,,,,not permissioned,,"Land north of Tincknell Fuels, off Strawberry Way, Wells",http://www.mendip.gov.uk/land,WELLS121
yes,,2017-12-20,-2.570725,51.125531,,0.21,2020-03-31,,7,7,Planning ref: 2018/0828/OTS,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2018-10-18,outline planning permission,,permissioned,,"The Queens Arms, Wraxall Road, Wraxall",http://www.mendip.gov.uk/land,OPEN125
yes,,2017-12-20,-2.281633,51.284895,,0.2,2020-03-31,,8,8,Planning Ref 106910/003 Site part-implemented - site believed to be close to completion at end of 2019,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2008-06-13,full planning permission,,permissioned,,"14 Lower Street, Rode",http://www.mendip.gov.uk/land,RODE006
yes,2020-01-03,2017-12-20,-2.762936,51.124417,,0.51,2020-03-31,,19,19,2017/2763/FUL - site started,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2018-12-13,full planning permission,,permissioned,,"Land rear of Purseys Garage, Main Street, Walton",http://www.mendip.gov.uk/land,WAL010
yes,,2017-12-20,-2.784565,51.17084,,0.19,2020-03-31,,6,6,Planning Ref 2010/1798 - permission has been implemented ref: 2016/0368/CFC,,http://opendatacommunities.org/id/district-council/mendip,not owned by a public authority,2010-10-28,full planning permission,,permissioned,,"47 St Mary's Road, Meare",http://www.mendip.gov.uk/land,MEA045
