Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-31,,,,0.02,2019-12-31,1,1,1,"Demolition of existing outbuilding, and construction of single storey one bedroom dwelling with basement. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687",Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2014-09-18,full planning permission,,permissioned,Land rear of 24 Great North Road London N6 4LU,HGY/2014/1977,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687,,,
yes,,2017-12-31,,,,0.04,2019-12-31,2,2,2,Provision of 2 new semi-detached dwellings. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2014-10-20,full planning permission,,permissioned,"Land at rear of 41, Mount View Road London N4 4SS",HGY/2014/2342,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,,,
yes,,2017-12-31,,,,0.16,2019-12-31,18,18,18,Erection of a part 4 / part 5 storey building to contain retail development on the ground floor consisting of 422sq.m of A1 use and 218sq.m of A3 use with 18 residential units on the upper floors. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2014-10-31,full planning permission,,permissioned,159 Tottenham Lane London N8 9BT,HGY/2014/0484,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,,,
yes,,2017-12-31,,,,0.02,2019-12-31,1,1,1,Demolition of existing garages and erection of part single/part two storey two bedroom single dwelling house. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2014-09-15,full planning permission,,permissioned,Land Between 41-43 Rectory Gardens London N8 7PJ,HGY/2014/1591,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,,,
yes,,2017-12-31,,,,0.14,2019-12-31,25,25,25,"Erection of building behind retained Archway Road facade and fronting Causton Road to provide 25 residential dwellings (Class C3) at basement, ground, first, second, third floor level, including retention of existing facade fronting Archway Road and side return wall on Causton Road. Demolition of all existing buildings to the rear. Retention of retail floor space unit at ground floor level (Class A1). Change of use or part ground floor and part basement from retail (Class A1) to Class B1 use. Provision of associated residential amenity space, landscaping and car parking.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951",Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2016-03-31,full planning permission,,permissioned,191-201 Archway Road London N6 5BN,HGY/2015/2517,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951,,,
yes,,2017-12-31,,,,0.01,2019-12-31,2,2,2,Erection of 2 x 2 bed houses. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2015-12-14,full planning permission,,permissioned,Rear of 74A Manor Road London N17 0JJ,HGY/2015/1071,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,,,
yes,,2017-12-31,,,,0.03,2019-12-31,1,1,1,"The creation of a new dwelling, (C3 residential) following the demolition of six garages.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532",Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2015-08-04,full planning permission,,permissioned,320 High Road London N22 8JR,HGY/2015/0075,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278532,,,
yes,,2017-12-31,,,,0.14,2019-12-31,1,1,1,"Demolition of existing derelict garages and erection of a 3-storey, part basement single family dwelling. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893",Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2015-08-07,full planning permission,,permissioned,Land to the rear of 11-13 Stanhope Gardens London N6 5TT London,HGY/2014/2547,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275893,,,
yes,,2017-12-31,,,,0.15,2019-12-31,1,1,1,Demolition of the existing storage lock up garages and development of new two storey house (partially cut into site) with integral garage. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2015-11-11,full planning permission,,permissioned,62 Shepherds Hill London N6 5RN London,HGY/2015/2513,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=284030,,,
yes,,2017-12-31,,,,0.01,2019-12-31,1,1,1,"Demolition of the existing, derelict double garages and the construction of a three bedroom double-storey house with one storey being on the lower ground floor.. http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908",Haringey Council,http://opendatacommunities.org/id/london-borough-council/haringey,not owned by a public authority,2015-10-02,full planning permission,,permissioned,Rear of 2 Birchington Road (in Coleridge Road) London N8 8HR,HGY/2015/1975,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282908,,,
