Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-11,-0.754257,51.295626,,0.12,2017-12-11,7,7,8,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"Union Street East Car Park, Union Street, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 9
yes,,2017-12-11,-0.756948,51.289449,,5.96,2017-12-11,630,630,700,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,mixed ownership,,,,not permissioned,,"Farnborough Civic Quarter, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 15
yes,,2017-12-11,-0.75531,51.292238,,6.27,2017-12-11,69,69,69,"Planning permission: 04/00080/FUL, the site is partly permissioned (a residual 69 residential units to be built out at Block 3, Queensmead). 69 flats at Block 3, Queensmead (21 one-bedroom and 48 two-bedroom units)",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,mixed ownership,2004-11-24,full planning permission,,permissioned,,"Kingsmead, The Meads and Queensmead, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 35
yes,,2017-12-11,-0.756222,51.249928,,0.31,2017-12-11,32,32,32,"Planning permission: 16/00815/FULPP. Erection of 2 three-storey blocks, comprising 10 one-bedroom and 22 two-bedroom flats (32 units in total)",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,2017-04-13,full planning permission,,permissioned,,"Old Fire Station, Ordnance Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 45
,,2017-12-11,-0.76677,51.249347,,0.02,2017-12-11,7,7,8,Active ground floor and town centre uses will be required as part of any development proposals,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,,,,,not permissioned,,"12-14 Union Street, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 100
yes,,2017-12-11,-0.766873,51.248701,,0.06,2017-12-11,23,23,25,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Willow House, 23 Grosvenor Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 102
,,2017-12-11,-0.758689,51.247194,,0.07,2017-12-11,45,45,50,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Progress House and Penmark House, Albert Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 110
yes,,2017-12-11,-0.758712,51.248462,,0.2,2017-12-11,56,56,56,"Planning permission: 16/00878/FULPP. A residential scheme of 56 flats (18 one-bedroom, 31 two-bedroom and 7 three-bedroom units), following demolition of the existing commercial building",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,2017-03-03,full planning permission,,permissioned,,"52 Victoria Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 113
,,2017-12-11,-0.744322,51.294935,,0.14,2017-12-11,4,4,5,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,,,,,not permissioned,,"Former Laundry, 53 Rectory Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 284
yes,,2017-12-11,-0.77735,51.296112,,0.08,2017-12-11,5,5,5,"Planning permission: 17/00315/FULPP, partly permissioned (existing ground floor flats to be retained). Change of use of the existing first-floor office (B1) to residential use, and the erection of a two-storey side extension to create 1 one-bedroom and 4 two-bedroom flats (5 units in total)",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,2017-09-01,full planning permission,,permissioned,,"Falcon House, 16 Fernhill Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 301
yes,,2017-12-11,-0.767368,51.24841,,0.04,2017-12-11,12,12,12,Planning permission: 11/00558/FUL and 11/00559/LBC2. Alterations and extensions to provide 1 house and 11 flats (12 units in total),Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,,2011-11-11,full planning permission,,permissioned,,"26-28 Grosvenor Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 310
,,2017-12-11,-0.778693,51.295227,,0.12,2017-12-11,4,4,5,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"Car Park next to Scout Hall, Fleet Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 320
yes,,2017-12-11,-0.78435,51.292831,,4.26,2017-12-11,143,143,159,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,pending decision,,"The Crescent, Southwood Business Park, Summit Avenue, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 516
yes,,2017-12-11,-0.755248,51.287606,,2.04,2017-12-11,135,135,150,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Meudon House, Meudon Avenue, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 518
yes,,2017-12-11,-0.75424,51.293602,,0.07,2017-12-11,9,9,9,Planning permission: 13/00024/FULPP. Demolition and redevelopment to provide 14 residential units (a net total of 9 units),Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,2013-10-25,full planning permission,,permissioned,,"1-5 Firgrove Parade, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 542
yes,,2017-12-11,-0.773331,51.244003,,0.26,2017-12-11,22,22,24,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Ayling Hill / York Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 548
yes,,2017-12-11,-0.767655,51.307898,,0.1,2017-12-11,4,4,5,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Garages at Bideford Close and Carmarthen Close, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 550
yes,,2017-12-11,-0.762928,51.249388,,1.77,2017-12-11,450,450,500,Active ground floor and town centre uses will be required as part of any development proposals,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,mixed ownership,,,,not permissioned,,"The Galleries Shopping Centre, High Street Multi-Storey Car Park and The Arcade, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 554
yes,,2017-12-11,-0.794925,51.298686,,0.64,2017-12-11,13,13,14,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Briarwood, Sorrel Close, Broadhurst, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 557
,,2017-12-11,-0.767287,51.248229,,0.08,2017-12-11,10,10,11,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"30 Grosvenor Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 563
yes,,2017-12-11,-0.764007,51.267933,,8.5,2017-12-11,135,135,150,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,pending decision,,"Blandford House and Malta Barracks, Shoe Lane, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 572
yes,,2017-12-11,-0.747004,51.232196,,0.28,2017-12-11,8,8,9,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"Meadowcroft, Whitchurch Close, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 575
yes,,2017-12-11,-0.765166,51.248773,,0.51,2017-12-11,23,23,25,"Proposals would need to be built upon the existing fabric of the building, active ground floor and town centre uses would be expected to support the viability and vitality of the town centre",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"The Wellington Centre, Victoria Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 577
yes,,2017-12-11,-0.760813,51.246533,,0.21,2017-12-11,29,29,32,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,pending decision,,"Aldershot Bus Station, 3 Station Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 580
yes,,2017-12-11,-0.762732,51.248163,,0.14,2017-12-11,16,16,18,"Planning permission: 17/00751/COU, the site is partly permissioned (permitted development conversion of vacant office space to create 2 two-bedroom residential flats within part of the first floor of the premises), the principle of residential uses above active ground floor and town centre uses is acceptable in this location",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,2017-12-05,full planning permission,,permissioned,,"103-109 Victoria Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 581
yes,,2017-12-11,-0.761983,51.247768,,0.4,2017-12-11,63,63,70,"Ground floor uses should continue to reflect the town centre designation, with an active mix of retail, restaurants and other Class A uses",Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"Hippodrome House, Birchett Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 582
,,2017-12-11,-0.752783,51.292337,,0.09,2017-12-11,6,6,7,The existing doctors surgery would need to be provided in an alternative location,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"208 Farnborough Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 583
,,2017-12-11,-0.752028,51.293713,,0.07,2017-12-11,5,5,6,The existing doctors surgery would need to be provided in an alternative location,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"2 Salisbury Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 584
yes,,2017-12-11,-0.766655,51.248807,,0.01,2017-12-11,5,5,6,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"The Old Warehouse, Star Yard, Victoria Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 588
,,2017-12-11,-0.760458,51.292229,,1.73,2017-12-11,158,158,175,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"124 Victoria Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 590
yes,,2017-12-11,-0.753661,51.286906,,1.09,2017-12-11,135,135,150,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,not owned by a public authority,,,,not permissioned,,"117 Farnborough Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 596
yes,,2017-12-11,-0.745854,51.253918,,0.43,2017-12-11,14,14,15,,Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,owned by a public authority,,,,not permissioned,,"DIO Accommodation Offices, Ordnance Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,SHELAA ID: 597
