Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,,0.254019,51.49908,,0.1417,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,,,,Not permissioned,"79 High Street, Aveley, RM15 4AX",AVE_46,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.284605,51.50718,,2.0056,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,owned by a public authority,,,,Not permissioned,"The Culver Centre, Daiglen Drive, South Ockendon",BEL_09,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.459739,51.526431,,0.0937,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,,,,Not permissioned,"Petrol Station, Lampits Hill, Corringham",COF_11,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.451763,51.534233,,0.2371,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,2019-01-25,full planning permission,,permissioned,"The Village Motel, Southend Road, Corringham",COF_47,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.357084,51.498956,,0.5482,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,2015-03-31,outline planning permission,,permissioned,Land Adjacent To Thatched Cottage Baker Street Orsett Essex,CSM_02,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.369327,51.482039,,0.2559,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,owned by a public authority,,,,Not permissioned,"Chadwell Library, corner of Linford Road and Brentwood Road",CSM_09,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.373503,51.478544,,3.3431,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,,,,Not permissioned,"Star Industrial Estate, Linford Road, Chadwell St Mary",EAT_01,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.374533,51.479145,,2.5163,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,,,,Not permissioned,"St Johns Road / West of Sandy Lane, East Tilbury (building footprint)",EAT_02,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.331334,51.471463,,0.6093,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,2016-06-03,full planning permission,,permissioned,"Pumping Station site Manor Way, Grays",GRI_40,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.331331,51.478806,,0.3654,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,owned by a public authority,,,,Not permissioned,"Scout Hut & Function Hall, Grays Park, Bridge Road, Grays",GTH_12,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.338067,51.47541,,0.3893,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,,,,Not permissioned,"Land At 52, Broadway, Grays",GTH_21,https://thurrock.gov.uk/brownfield-map,,,
yes,,,0.451763,51.534233,,0.0454,2020-10-19,,,,,Thurrock,http://opendatacommunities.org/id/unitary-authority/thurrock,not owned by a public authority,2017-10-25,full planning permission,,permissioned,"Rayvac Electrics, East Thurrock Road, Grays",GTH_26,https://thurrock.gov.uk/brownfield-map,,,
