Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-04-01,-1.082693,52.961695,,1.18,2020-11-30,,35,40,Resolution to grant outline planning application for up to 40 dwellings (2018/0045) in October 2018 subject to the signing of the s106.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,,,,pending decision,"Meadow Road Industrial Site, Meadow Road, Carlton",G7,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G7,,,
yes,,2017-04-01,-1.116093,53.003151,,3.64,2020-11-30,,131,131,The site is allocated in the Local Planning Document (site H1). Full planning permission for 131 dwellings granted in August 2021 (2020/1054).,,http://opendatacommunities.org/id/district-council/gedling,owned by a public authority,2021-08-31,full planning permission,,permissioned,"Rolleston Drive (NCC Offices), Rolleston Drive, Arnold",G18,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G18,,,
,,2017-04-01,-1.180971,53.020485,,6.01,2020-11-30,,220,220,The site is allocated in the Local Planning Document (site H13). Outline planning permission for up to 220 homes (2014/0214) lapsed in March 2018.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,,,,not permissioned,"Bestwood Business Park, Park Road, Bestwood Village",G20,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G20,,,
yes,,2017-04-01,-1.102291,53.004843,,3.52,2020-11-30,,90,90,The site is allocated in the Local Planning Document (site H2). Outline planning permission for up to 32 homes on part of the site (to the rear of Brookfields Garden Centre) (2017/0155) granted in March 2020.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2020-03-26,outline planning permission,,permissioned,"Brookfields Garden Centre, Mapperley Plains, Arnold",G49,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G49,,,
yes,2017-12-19,2017-04-01,-1.175971,53.022213,,0.15,2019-12-13,,12,12,Site built in December 2017.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2015-09-24,full planning permission,,permissioned,"Bestwood Hotel, Park Road, Bestwood Village",G73,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G73,,,
yes,,2017-04-01,-1.081316,53.041728,,0.11,2020-11-30,,6,6,The site has full planning permission for 6 homes (2004/1471). Construction work started on plot 1 in July 2009 and no progress since.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2004-12-21,full planning permission,,permissioned,"Mansfield Lane (110-112), Mansfield Lane, Calverton",G154,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G154,,,
yes,,2017-04-01,-1.085946,52.967507,,0.06,2020-11-30,,8,8,Planning permission (2006/0202) for 3 dwellings lapsed in April 2009. The shops on site have now been demolished and the Council is now progressing with a scheme for flats on site.,,http://opendatacommunities.org/id/district-council/gedling,owned by a public authority,,,,not permissioned,"Burton Road, Burton Road, Carlton",G209,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G209,,,
yes,2017-12-06,2017-04-01,-1.225328,53.069804,,0.2,2019-12-13,,8,8,Site built in December 2017.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2016-10-04,full planning permission,,permissioned,"Fraser Street (Site of 36), Fraser Street, Newstead",G216,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G216,,,
yes,2021-06-11,2017-04-01,-1.087858,52.974199,,0.09,2020-11-30,,10,10,Site built in June 2021.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2020-11-02,full planning permission,,permissioned,"Westdale Lane East (72-74), Westdale Lane East, Carlton",G229,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G229,,,
yes,,2017-04-01,-1.092242,52.956599,,0.74,2020-11-30,,44,44,Construction work delayed on site (2008/0287). Full planning application to vary condition 12 of 2008/0287 for minor changes and amend previously agreed s106 planning obligation (2016/0347) was refused in December 2018. Appeal allowed in June 2019.,,http://opendatacommunities.org/id/district-council/gedling,not owned by a public authority,2008-07-03,full planning permission,,permissioned,"Sol Construction Ltd, Vale Road, Carlton",G260,http://gedlingbc.maps.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&find=G260,,,
