Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2016-06-30,-2.57844,51.529038,,1.19,2018-12-31,,56,56,Erection of 56 dwellings Figure shows remaining homes (Net) to be completed. Permission Lapsed 2018,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-05-22,reserved matters approval,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MW3V4UOK7T000,permissioned,,Charlton Hayes Northfield Patchway BS34 5AG,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,4
yes,,2016-06-30,-2.580488,51.527913,,2.33,2018-12-31,,32,32,Erection of 205 dwellings Figure shows remaining homes (Net) to be completed. 50 units completed at 17/18 Residential Land Survey. 95 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-05-27,reserved matters approval,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,,Charlton Hayes Northfield Patchway,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,7
yes,,2016-06-30,-2.510444,51.457007,,4.81,2018-12-31,,296,296,Demolition of existing buildings on site and redevelopment of the land for housing. 18 units completed at 17/18 Residential Land Survey. 20 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-12-18,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,,Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,13
yes,,2016-06-30,-2.595451,51.516877,,0.32,2018-12-31,,13,13,Erection of 13 dwellings. Outline Application PT13/0404/O. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2017-07-03,reserved matters approval,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,,Cedar Lodge Charlton Common Brentry BS10 6LB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,23
yes,,2016-06-30,-2.472101,51.629561,,2.08,2018-12-31,,10,10,Erection of 20 dwellings Figure shows remaining homes (Net) to be completed. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2012-11-21,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,,Eastwood Park Training and Conference Centre Falfield GL12 8DA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,24
yes,,2016-06-30,-2.524242,51.617148,,0.94,2018-12-31,,30,30,Demolition of existing buildings and the erection of up to 30 homes. Permission Lapsed 2018,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-08-29,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,permissioned,,3 Alexandra Way Thornbury BS35 1LA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,25
yes,,2016-06-30,-2.400336,51.540337,,0.5,2018-12-31,,9,9,Erection of 11 dwellings. 3 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-12-04,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MNPA4GOK7T000,permissioned,,Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,30
yes,2019-04-01,2016-06-30,-2.459746,51.546422,,0.15,2018-12-31,,0,0,Erection of 14 dwellings Figure shows remaining homes (Net) to be completed. 8 units completed at 17/18 Residential Land Survey. 6 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-03-10,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG7OOK7T000,permissioned,,10 Algars Drive Iron Acton BS37 9UT,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG7OOK7T000,33
yes,2019-04-01,2016-06-30,-2.458198,51.547354,,0.3,2018-12-31,,0,0,Demolition of existing dwellings and garages to facilitate erection of 13 dwellings Figure shows remaining homes (Net) to be completed. 13 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-03-10,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG9FOK7T000,permissioned,,38 Nibley Lane Iron Acton BS37 9UP,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG9FOK7T000,34
yes,,2016-06-30,-2.583198,51.522315,,0.46,2018-12-31,,29,29,"Erection of 4no. dwellings and a standalone 40 bed care home together with access, parking and associated works (amendment to previously approved scheme PT14/0760/F). 0 units completed at 18/19 Residential Land Survey. Previously PT14/0760/F.",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-07-01,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N1PU68OK7T000,permissioned,,Area H24 And LC3 Northfield Patchway BS34 5DJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OZXGRUOKLU400,39
yes,,2016-06-30,-2.458891,51.425606,,7.42,2018-12-31,,60,60,Mixed use development on 7.4 hectares of land comprising up to 115 dwellings. Change of use of the Gatehouse to commercial use (Use Class B1); change of use of existing 'canteen' building to commercial and community uses (Use Classes B1/D1); engineering works to raise the raise the existing ground levels; associated landscaping and the retention of Ash House and Heather House in residential use (Use Class C3). 53 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-10-18,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJK1RCOK7T000,permissioned,,Golden Valley Mill Bath Road Bitton BS30 6HJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJK1RCOK7T000,45
yes,,2016-06-30,-2.617667,51.520646,,142.97,2018-12-31,,2675,2675,"Mixed use development including residential. 24ha of stand-alone employment land (comprising up to 12ha Use Class B1a and a minimum of 12ha Use Class B1b/c, B2 ) ; 120 Bed Hotel up to 3,800 sqm (Use Class C1); Rail Station (0.45ha Use Class Sui Generis); Education provision to include a Secondary School (8.31ha), 2 no. Primary Schools (total 5ha) and 2 no. Childrens Nurseries (total 0.8ha) (all Use Class D1); Community Centre incorporating Library, Built Sports facilities and Doctors surgery up to 3,400 sqm (Use Classes D1 & D2); Dental Surgery up to 800sqm; (Use Class D1); 70 Bed Extra Care Facility up to 12,500sqm (Use Class C2); Shops/Financial Services/Food and Drink facilities up to 4,787sqm (Use Classes A1, A2, A3, A4 and A5) - comprising Retail Supermarket up to 2,787sqm gross maximum (Use Class A1); Business Offices up to 500sqm (Use Class B1) together with; supporting infrastructure and facilities including demolition, ground works and remediation, highways, utilities, landscaping, sustainable urban drainage system, wildlife water basins and public open space. Resolution to grant permission subject to S106 28/11/17",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2018-03-01,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ND0W86OK7T000,pending decision,,Former Filton Airfield Filton,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ND0W86OK7T000,46
yes,,2016-06-30,-2.583198,51.522315,,6.24,2018-12-31,,120,120,"Mixed use development on 6.24 hectares of land comprising up to 120 new dwellings. Up to 8000 sq m of office development (Use Class B1) and up to 400sqm of ancillary retail use (Use Classes A1, A2, A3, A4 and A5) together with supporting infrastructure and facilities, including new vehicular access, landscaping and services. Outline Application PT14/5028/O. 0 units completed at 18/19 Residential Land Survey.",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2018-03-29,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NH1C99OK7T000,permissioned,,Hayes Way Charlton Hayes Northfield Patchway BS34 5BZ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NH1C99OK7T000,49
yes,,2016-06-30,-2.517141,51.449713,,0.12,2018-12-31,,6,6,Erection of 6 dwellings. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-06-22,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=N07NYHOK7T000,permissioned,,Land at Lower Chapel Road Hanham,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N07NYHOK7T000,52
yes,,2016-06-30,-2.481781,51.460411,,0.06,2018-12-31,,7,7,Erection of two storey building to provide 7 apartments. Permission Lapsed 2018,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-10-17,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=N8PJ4LOK7T000,permissioned,,33 Deanery Road Kingswood BS15 9JB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N8PJ4LOK7T000,61
yes,,2016-06-30,-2.50541,51.515888,,1.1,2018-12-31,,6,6,Demolition of existing dwelling and the erection of 6 dwellings. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-06-12,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MWIRFOOK7T000,permissioned,,Hill Crest Down Road Winterbourne BS36 1BN,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MWIRFOOK7T000,62
yes,,2016-06-30,-2.360721,51.532265,,0.26,2018-12-31,,9,9,Erection of 9 dwellings. Recent application DOC17/2783. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2004-06-24,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZTR0OKXT794,permissioned,,Transport Yard Badminton Road Old Sodbury BS37 6LX,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTR0OKXT794,64
yes,,2017-12-31,-2.534699,51.59375,,0.3,2018-12-31,,9,9,"Demolition of existing industrial building and dwelling. Erection of 10no. dwellings with alteration to access, car parking and associated works. 0 units completed at 18/19 Residential Land Survey.",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2017-02-27,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZV1HZOK0C500,permissioned,,The Gables Costers Close Alveston Bristol South Gloucestershire BS35 3HZ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZV1HZOK0C500,70
yes,2019-04-01,2017-12-31,-2.511902,51.461254,,0.14,2018-12-31,,0,0,Change of use of former chapel from Ballet School (Class D2) to Residential (Class C3) for conversion to 15no. self-contained flats. 15 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-08-18,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NY2586OKMJM00,permissioned,,Wesleyan Chapel Blackhorse Road Kingswood Bristol,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NY2586OKMJM00,71
yes,,2017-12-31,-2.518603,51.45048,,0.9,2018-12-31,,54,54,"Erection of 54no. bed Extra Care Accommodation (Class C2) with communal facilities, landscaping, car parking, access and associated works. 0 units completed at 18/19 Residential Land Survey.",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-11-10,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NUGV9POKKIQ00,permissioned,,Land Off The High Street Hanham Bristol South Gloucestershire,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NUGV9POKKIQ00,72
yes,2019-04-01,2017-12-31,-2.486216,51.49706,,0.26,2018-12-31,,0,0,Erection of 12no. self contained flats and 4no. semi-detached dwellings with access and associated works. 16 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2017-03-23,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OAYM1VOKMYZ00,permissioned,,Land Off Beaufort Road Downend Bristol South Gloucestershire,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OAYM1VOKMYZ00,74
yes,2019-04-01,2017-12-31,-2.471342,51.527017,,0.17,2018-12-31,,0,0,Erection of 8no. dwellings and associated works. 8 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-04-14,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N3VJL9OK7T000,permissioned,,11 Willow Way Coalpit Heath Bristol South Gloucestershire,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N3VJL9OK7T000,76
