Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-22,0.563915,51.878839,,2.13,2017-12-22,74,74,74,"15/01366/OUT - Redevelopment of site to involve the demolition of all existing buildings and erection of up to 74 dwellings, of which 30% will be affordable, erection of pump station and associated access arrangements from East Street",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-07-10,outline planning permission,,permissioned,,"Carier Site, East Street, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,BCBG144
yes,,2017-12-22,0.555406,51.868169,,0.09,2017-12-22,14,14,14,"14/01115/FUL - Erection of 14 no. flats, new vehicular access, basement parking and amenity areas",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2014-12-15,full planning permission,,permissioned,,"The Rose and Crown, Masefield Road, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,BRS35
,,2017-12-22,0.562537,52.013376,,2.19,2017-12-22,60,60,60,14/01254/OUT - Erection of up to 60 no. dwellings and community use area,Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2015-07-09,outline planning permission,,permissioned,,"Hunnable Industrial Estate, Great Yeldham",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,GRYE 275
yes,,2017-12-22,0.598066,51.776791,,0.22,2017-12-22,9,9,9,"Demolish workshop and vehicle sales buildings, cease vehicle sales use and erection of 7 no. two storey terrace dwellings and 2 no. detached dwellings, formation of new vehicular access on the The Street, layout parking spaces and form private amenity areas.",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2016-08-18,outline planning permission,,permissioned,,"Universal Garage, The Street, Hatfield Peverel",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,15/01103/OUT
yes,,2017-12-22,0.591459,51.983237,,0.86,2017-12-22,38,38,38,16/01628/REM - Application for approval of reserved matters following outline approval 14/00688/OUT - Residential development of up to 38 no. residential dwellings with primary access off Station Road,Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-04-13,reserved matters approval,,permissioned,,"Rockways site, Station Road, Sible Hedingham",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,SIB2CH
yes,,2017-12-22,0.627101,51.848316,,0.4,2017-12-22,15,15,15,15/01392/FUL - Erection of 15 no. dwelling houses and associated landscaping,Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2016-07-08,full planning permission,,permissioned,,"Car Park, Sheepcoates Lane, Silver End",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,SIL7H
yes,,2017-12-22,0.697918,51.833492,,0.95,2017-12-22,25,25,25,"Demolition of existing Grangewood Centre and erection of 25 no. dwellings including minor access road, garages, parking courts and private amenity space",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2016-12-19,full planning permission,,permissioned,,Grangewood Centre 10-12 High Street,https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,15/01498/FUL
yes,,2017-12-22,0.637769,51.941767,,0.3,2017-12-22,22,22,22,"Change of use of existing former Courtauld boiler buildings to create 22 flats together with commercial storage, landscaping and car parking",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-07-19,full planning permission,,permissioned,,"Former Courtauld Boiler Building Factory, Lane West, Halstead",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,16/00850/FUL
yes,,2017-12-22,0.549144,51.877919,,0.06,2017-12-22,10,10,10,"Conversion of existing public house to form 10no. self contained units with ground floor formed to create a flexible use of A1, A2, A3, A4, A5 and D1, including part 2nd floor rear extension",Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-01-13,full planning permission,,permissioned,,"81-83 High Street, Braintree",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,16/01452/FUL
yes,,2017-12-22,0.440652,52.041388,,0.84,2017-12-22,9,9,9,Application for outline planning permission with all matters reserved - redevelopment of an agricultural machinery depot to residential development of 9no. three bedroom dwellings with associated works,Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-01-12,outline planning permission,,permissioned,,"4 Helions Road, Steeple Bumpstead",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,16/01525/OUT
yes,,2017-12-22,0.638139,51.807131,,0.06,2017-12-22,9,9,9,Change of use from B1 to C3 creating 9 no. 2 bedroom flats,Braintree District Council,http://opendatacommunities.org/id/district-council/braintree,not owned by a public authority,2017-06-09,full planning permission,,permissioned,,"Cullen Mill Phase 2, 49 Braintree Road, Witham",https://braintree.maps.arcgis.com/apps/webappviewer/index.html?id=2cb158cfa90841e5be176e0ddbea3865,16/01227/FUL
