Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2018-08-07,-1.19353,53.91267,,0.24,2018-08-07,5,5,5,Site in groundwater source protection zone 3,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,2018-01-19,full planning permission,http://public.selby.gov.uk/online-applications/,permissioned,"Village Farm, Main Street, Bilbrough",Bilbrough-4,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2016-06-22,-1.274013,53.729223,,1.6,2018-08-07,43,43,43,The northern to the southern boundary on the western side of the site lies within flood zone 2. Electricity Pylons cross the site.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Land at Pasture Lane, Brotherton",Brotherton-2,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
,,2016-06-22,-1.270288,53.726351,,0.36,2018-08-07,13,13,13,,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Lyndale Caravan Park, School Croft, Brotherton",Brotherton-8,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2016-06-29,-1.263231,53.725184,,0.13,2018-08-07,5,5,5,,Selby District Council,http://opendatacommunities.org/id/district-council/selby,owned by a public authority,,,,not permissioned,"Land West of Wood Lea, Byram",Byram-8,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.012786,53.726071,,0.39,2018-08-07,8,8,8,Entire site lies within flood zone 2 and 3 and site is in a groundwater source protection zone 3.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,,,,,not permissioned,"Land east of Millfield Drive, Cambelsforth",Camblesforth-4,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.020373,53.710053,,0.04,2018-08-07,7,7,7,Site in groundwater source protection zone 3,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,2017-12-06,full planning permission,http://public.selby.gov.uk/online-applications/,permissioned,"Land at Carlton Supermarket And Post Office, High Street",Carlton-13,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
,,2016-06-22,-1.020798,53.709346,,0.16,2018-08-07,7,7,7,Whole site is in a groundwater protection zone 3,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Oddfellows Arms, High Street, Carlton",Carlton-6,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.131386,53.83262,,0.09,2018-08-07,5,5,5,,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Cawood Methodist Church, Sherburn Street, Cawood",Cawood-9,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-0.996206,53.778848,,0.64,2018-08-07,13,13,13,Possible ground contamination on the western half of the site from farm buildings.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Land at Bon Accord Farm, Cliffe",Cliffe-3,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.154678,53.705826,,0.21,2018-08-07,6,6,6,,Selby District Council,http://opendatacommunities.org/id/district-council/selby,owned by a public authority,,,,not permissioned,"Land at Westfield Avenue Garages B, Eggborough",Eggborough-6,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
,,2016-06-22,-1.16197,53.771115,,0.28,2018-08-07,5,5,5,Possible ground contamination from farm buildings on the eastern half of the site.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Main Road Farm, Main Road",Hambleton-8,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.166218,53.717502,,0.17,2018-08-07,5,5,5,Entire site lies within flood zone 2.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,owned by a public authority,,,,not permissioned,"Land north of Manor Garth, Kellington",Kellington-3,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
,,2018-08-07,-1.025923,53.795722,,0.2,2018-08-07,6,6,6,Possible ground contamination on the site from farm buildings,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Lnd at Corner Farm, Osgodby",Osgodby-2,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.058067,53.836884,,0.84,2018-08-07,23,23,23,Entire site lies within flood zone 2.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Land rear of 31 York Road, Riccall",Riccall-1,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2018-08-07,-1.060096,53.831067,,0.14,2018-08-07,5,5,5,,Selby District Council,http://opendatacommunities.org/id/district-council/selby,owned by a public authority,2017-04-03,full planning permission,http://public.selby.gov.uk/online-applications/,permissioned,"Land at Chestnut Terrace, Riccall",Riccall-20,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
yes,,2016-06-22,-1.080443,53.774769,,0.38,2018-08-07,15,15,15,Entire site lies within flood zone 2 and is an area benefiting from flood defences.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,not owned by a public authority,,,,not permissioned,"Land at Beech Tree Surgery, Selby",Selby-10,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
,,2016-06-22,-1.067927,53.781503,,0.46,2018-08-07,18,18,18,Entire site lies within flood zones 2 and 3 and is an area benefiting from flood defences.,Selby District Council,http://opendatacommunities.org/id/district-council/selby,owned by a public authority,,,,not permissioned,"Land at Portholme Crescent, Selby",Selby-12,https://www.selby.gov.uk/sites/default/files/Brownfield_Register%20_Mapbook_reduced.pdf,,,
