Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-21,1.141166,52.05548,,1.07,2017-12-21,48,48,48,Current use is Ipswich Buses Bus Depot. Need to relocate the bus depot before site becomes available. Site development is for mixed use - housing and B1 office. Tram shed needs to be retained and converted to office use. It is included on the Local List of townscape interest.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=95,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,owned by a public authority,,,,not permissioned,,"Bus Depot, Sir Alf Ramsey Way",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=b059a5dd-c38c-4542-9d12-7d548105e424,BLR/IP004
yes,,2017-12-21,1.123149,52.082464,,1.98,2017-12-21,60,60,60,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=97,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,owned by a public authority,,full planning permission,https://ppc.ipswich.gov.uk/appndetails.asp?iAppID=16/00969/FPI3&sType=APP&search_params=pageNumber%3D1%26txtAppNum%3D16%252F00969%26pnlAdvancedOpen%3D1%26&prev_search_params=&det_search_params=,pending decision,,"Former Tooks Bakery, Old Norwich Road",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=705368e7-0b15-4d4e-9ee5-56ce06407977,BLR/IP005
yes,,2017-12-21,1.131418,52.055668,,0.63,2017-12-21,28,28,28,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=99,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,"Warehouse (Co-op), Paul's Road",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=1db58d32-974f-4a54-9265-e7420407ed88,BLR/IP006
yes,,2017-12-21,1.161571,52.069657,,0.39,2017-12-21,12,12,12,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=101,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,"Victoria Nurseries, Westerfield Road",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=14643407-07c8-4a4e-9d45-4948578c6617,BLR/IP009
,,2017-12-21,1.183541,52.048811,,2.22,2017-12-21,75,75,75,75 dwellings to occupy 75% of the site ie approximately 1.8 ha. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=102,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,"Co-Op Depot, Felixstowe Road",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=d0cafc1d-0d6f-44c2-a904-b8a7dd79ff3f,BLR/IP010a
,,2017-12-21,1.185571,52.047416,,2.79,2017-12-21,75,75,75,75 dwellings occupying 60% of the site ie around 1.6ha. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=104,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,Felixstowe Road,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=f6905ed6-00b6-4a31-bdbf-877e69e26eff,BLR/IP010b
,,2017-12-21,1.158376,52.054166,,0.15,2017-12-21,14,14,14,"This site is sensitive and therefore may be unsuitable for any future consideration for later inclusion in Part 2 of the Register. The site is adjacent to the Central Conservation Area, close to the grade II listed Tooley’s Court and Smart’s Almshouses, and contains a scheduled monument. The site affects an area of archaeological importance within the area of the Anglo-Saxon and medieval town. It lies over the line of the Anglo-Saxon and medieval town defences and the 14th century Friary wall. Much of the site is a scheduled monument (List entry no: 1005985). Scheduled Monument Consent would be required from Historic England. There is high potential for nationally important archaeological remains. Detailed pre-application discussions required with Suffolk County Council and Historic England.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=106",Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,,,,,not permissioned,,"Former Gym and Trim, Foundation Street",http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=713934e7-c434-4895-a271-87d072911cf6,BLR/IP011a
,,2017-12-21,1.157227,52.053603,,0.69,2017-12-21,50,50,50,"This site is sensitive and therefore may be unsuitable for any future consideration for later inclusion in Part 2 of the Register.The site lies between the Central and Wet Dock CA's,close to Grade II*St Mary at Quay church and contains two Scheduled Ancient monuments. Site is within the Ango-Saxon core and the Area of Archaeological Importance. Scheduled Ancient Monument consent would be required from Historic England. Potential for nationally important archaeological remains outside of the scheduled ancient monuments. Detailed pre-app required with SCC Archaeological Service and Historic England to agree the scope of any required assessment.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=108",Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,owned by a public authority,,,,not permissioned,,Smart Street/Foundation Street,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=bf3ed4df-ece8-4913-97c9-ae199b76f172,BLR/IP011b
,,2017-12-21,1.162238,52.054521,,0.32,2017-12-21,29,29,29,This site is sensitive and therefore may be unsuitable for any future consideration for inclusion in Part 2 of the Register.Site is within the Anglo-Saxon and Medieval Core and Area of Archaeological Importance. Detailed pre app discussions required with SCC Archaeological Service to agree scope of required assessment and programme of works. Site is adj to Central CA and the listed St Clement's Church. PP previously granted for student accomodation for the site under 08/00987.. https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=110,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,Peter's Ice Cream etc Grimwade St,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=182819ff-f720-45e1-815b-741e69428e02,BLR/IP012
,,2017-12-21,1.151416,52.051051,,0.43,2017-12-21,20,20,20,https://www.ipswich.gov.uk/sites/default/files/adopted_site_allocations_and_policies_dpd_and_appendix_3a_site_sheets.pdf#page=116,Ipswich Borough Council,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,,,,not permissioned,,103-115 Burrell Road,http://maps.ipswich.gov.uk/Online_Mapping/Full.aspx?gpm=ee2a48f1-c56c-46fa-a628-afa70c613bc8,BLR/IP031
