Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2018-12-20,-0.880875,52.19556,,1.16,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,,,not permissioned,"Quinton Road, Wootton",BFR0171,https://www.northampton.gov.uk/download/downloads/id/10720/bfr0171,,,
yes,,2017-12-13,-0.88908,52.227895,,11.85,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,not permissioned,Ransome Road/Nunn Mills Road,BFR0181,https://www.northampton.gov.uk/download/downloads/id/10716/bfr0181,,,
yes,,2017-12-13,-0.814142,52.269257,,3.24,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2019-09-30,full planning permission,,permissioned,"Blackthorn Middle School, Blackthorn Road",BFR0191,https://www.northampton.gov.uk/download/downloads/id/10049/bfr0191,,,
yes,,2017-12-13,-0.874267,52.271068,,4.94,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,2019-10-24,reserved matters approval,,permissioned,"Parklands Middle School, Devon Way",BFR0205,https://www.northampton.gov.uk/download/downloads/id/10046/bfr0205,,,
yes,,2017-12-13,-0.905585,52.237643,,2.13,2019-12-18,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,owned by a public authority,,,,not permissioned,Railway Station Car Park,BFR0288,https://www.northampton.gov.uk/download/downloads/id/10048/bfr0288,,,
yes,,2017-12-13,-0.890553,52.242881,,0.88,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2018-12-03,full planning permission,,permissioned,Chronicle & Echo North,BFR0335,https://www.northampton.gov.uk/download/downloads/id/10053/bfr0335,,,
yes,,2017-12-13,-0.891159,52.242147,,0.3,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2016-03-18,reserved matters approval,,permissioned,Chronicle & Echo South,BFR0336,https://www.northampton.gov.uk/download/downloads/id/10721/bfr0336,,,
yes,,2016-06-29,-0.913337,52.244493,,2.55,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2019-09-25,full planning permission,,permissioned,Countess Road,BFR0338,https://www.northampton.gov.uk/download/downloads/id/10056/bfr0338,,,
yes,,2016-06-29,-0.90401,52.243256,,0.08,2017-12-13,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2012-12-13,full planning permission,,permissioned,"Former Semilong Service Station, St Andrews Road",BFR0507,https://www.northampton.gov.uk/download/downloads/id/10072/bfr0507,,,
yes,,2017-12-13,-0.89841,52.264334,,0.53,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,2015-07-30,other,,permissioned,"Bective Works/Jabez House, Bective Road/Yelvertoft Road",BFR0510,https://www.northampton.gov.uk/download/downloads/id/10062/bfr0510,,,
yes,,2016-06-29,-0.930323,52.236645,,10.2,2020-12-16,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,other,,pending decision,Sixfields East,BFR0594,https://www.northampton.gov.uk/download/downloads/id/10060/bfr0594,,,
yes,,2017-12-13,-0.892813,52.23087,,0.36,2019-12-18,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,mixed ownership,,,,not permissioned,Southbridge/Nunn Mills,BFR0624,https://www.northampton.gov.uk/download/downloads/id/10063/bfr0624,,,
yes,,2017-12-13,-0.943592,52.25526,,1.09,2019-12-18,,,,,Northampton Borough Council,http://opendatacommunities.org/id/district-council/northampton,not owned by a public authority,,,,not permissioned,"Car Garage Workshops, 409 Harlestone Road",BFR0719,https://www.northampton.gov.uk/download/downloads/id/10066/bfr0719,,,
