Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-10,-0.483018,50.829478,,0.5,2017-11-10,18,18,20,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Chandlers BMW Site Water Lane Angmering,A1513,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=506931&y=104424&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.638534,50.853455,,0.75,2017-11-10,26,26,28,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,S&G Motors Arundel Road Walberton,HP3,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=495930&y=106877&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.537506,50.812105,,0.54,2017-11-10,14,14,16,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Patterson Wilson Road Littlehampton,LU33,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503132&y=102415&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.537246,50.811796,,0.35,2017-11-10,11,11,13,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,owned by a public authority,,,,not permissioned,Meadowfield House Littlehampton,LU33a,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503151&y=102381&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.688143,50.800343,,0.59,2017-11-10,15,15,17,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Bartons County Infants School Romney Broadwalk Bersted,NEWBE10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=492543&y=100908&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.56238,50.851265,,0.43,2017-11-10,36,36,38,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Electronic Sub Station Ford Road Arundel,115,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501295&y=106735&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.671628,50.782673,,1.57,2017-11-10,90,90,100,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,owned by a public authority,,,,not permissioned,Regis Centre Site The Esplanade Bognor Regis,BR19,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493742&y=98964&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.537442,50.808705,,0.54,2017-11-10,14,14,16,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Former Hospital Site Fitzalan Road / Church Street Littlehampton,NEWLU40,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503144&y=102037&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.677131,50.784229,,1.33,2017-11-10,75,75,85,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,mixed ownership,,,,not permissioned,Hothampton Car Park The Queensway Bognor Regis,BR5,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493351&y=99130&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.542294,50.810618,,2.2,2017-11-10,65,65,75,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,mixed ownership,,,,not permissioned,St Martins Car Park & Former Waitrose Littlehampton,PS12,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502798&y=102243&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.674667,50.787591,,1.19,2017-11-10,32,32,34,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Covers Richmond Road Bognor Regis,BR10,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493518&y=99507&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.554245,50.810156,,8.46,2017-11-10,390,390,620,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,mixed ownership,,,,not permissioned,Littlehampton - West Bank,17LU9,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501957&y=102175&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.549096,50.81189,,0.35,2017-11-10,12,12,14,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,Works units at Gloucester Road and Howard Road Littlehampton,NEWLU38c,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502316&y=102375&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.73857,50.777426,,0.26,2017-11-10,8,8,10,,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,,,,not permissioned,St Ninians Church Pagham,P5408,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=489033&y=98298&resolution=1.0&MapName=Helaa,,,
yes,,2017-11-10,-0.671796,50.783242,,0.09,2017-11-10,35,35,35,BR/74/16/PD: Prior notification under Class O for change of use from Use Class B1(a) offices to Use Class C3 dwelling houses.. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2016-05-17,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Belmont Lodge and land west of Belmont Street Bognor Regis,BR14914OUT,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.677412,50.781309,,0.06,2017-11-10,18,18,18,BR/130/17/PL: Change of Use of hotel & function room/licensed bar (C1 Hotel) to 18No. flats (C3 Dwelling houses).. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-09-26,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,The Royal Hotel The Esplanade Bognor Regis,BR15515,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.545271,50.809801,,0.03,2017-11-10,9,9,9,LU/45/16/PL: 6 No. two bed & 3 No. one bed apartments with associated cycle & refuse storage. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2016-05-19,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,The Locomotive Public House Terminus Road Littlehampton,LU11108,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.534296,50.81399,,2.42,2017-11-10,68,68,68,LU/55/15/OUT: Application for outline planning permission with some matters reserved for 68 No. dwellings (resubmission following LU/51/14/).. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,owned by a public authority,2016-09-28,outline planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Land South of Littlehampton Academy Littlehampton,LU5515OUT,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.613734,50.838397,,0.17,2017-11-10,6,6,6,WA/103/16/OUT: Outline application with some matters reserved for construction of 6 no. dwelling houses & associated works.. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-03-02,outline planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Progress Garage Yapton Lane Walberton,NEWWA15,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.610816,50.818999,,0.35,2017-11-10,10,10,10,"Y/56/15/OUT: Outline application for proposed mixed use development comprising 5 No.3 bedroom houses, 4 No. 2 bedroom houses & 1 No. 1 bedroom flat over car ports together with 4 No. B1 workshop/business units all with parking & access to main road via a redefined alignment of Kings Close & Highway improvement works at existing crossover.. https://www.arun.gov.uk/weekly-lists",Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2015-11-05,outline planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Land to the west of Kings Close Yapton,Y2214,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.54887,50.811852,,0.06,2017-11-10,10,10,10,LU/205/16/PL: Demolition of existing workshop buildings & erection of 10 No. flats consisting 4 No. 2 bed flats & 6 No. 1 bed flats.. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2016-11-29,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,C M Wood Body Repair Centre Linden Park Littlehampton,LU20516,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.61948,50.798166,,0.55,2017-11-10,13,13,13,"M/45/16/PL: Demolition of redundant poultry farm buildings & dwelling & erection of 13 No. dwellings with associated access, car parking & landscaping.. https://www.arun.gov.uk/weekly-lists",Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-02-07,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Land West of Yapton Road (Poultry Farm) Middleton,M4516,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.677516,50.787687,,0.02,2017-11-10,5,5,5,BR/108/16/PL: Redevelopment retaining existing use on part of ground floor with 5 No. flats on upper floors & including alterations to rear & side elevations.. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-03-13,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,19 High Street Bognor Regis,BR10816,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.672908,50.783075,,0.03,2017-11-10,18,18,18,BR/161/17/PD: Notification for prior approval under Part O for change of use from office (ClassB1(a)) to 14 No. residential apartments (Class C3). https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-07-31,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,Staffuth & Bray 6 York Road Bognor Regis,BR22216,http://www.arun.gov.uk/weekly-lists,,,
yes,,2017-11-10,-0.6827,50.792539,,0.1,2017-11-10,5,5,5,BR/293/16/PL: Change of use with minor additions & demolitions to create 5 No. self-contained flats.. https://www.arun.gov.uk/weekly-lists,Arun District Council,http://opendatacommunities.org/id/district-council/arun,not owned by a public authority,2017-03-01,full planning permission,http://www.arun.gov.uk/weekly-lists,permissioned,66 & 66A Hawthorn Road Bognor Regis,BR29316,http://www.arun.gov.uk/weekly-lists,,,
