Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-01,-2.604569,54.203419,,0.87,2018-12-01,20,20,20,"Hybrid application, part full, part outline (pending RM app SL/2017/0421). Hybrid application for full planning permission for conversion of former school dining hall to six dwellings and part of the former main school building to two dwellings and outline planning permission for demolition of remaining former school buildings and erection of up to 12 residential dwellings with vehicular access.",South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,2017-04-13,other,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0317&ApplicationNumber=&AddressPrefix=cedar+house+school&Postcode=&Submit=Search,permissioned,,"Former Cedar House School, Kirkby Lonsdale",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR01,BLR1
yes,,2017-12-01,-2.748779,54.33282,,0.17,2018-12-01,16,16,16,Change of use from Use Class B1 (a) Offices to C3 (Residential) - 16 units.,South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,owned by a public authority,2017-01-19,other,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=CU/2016/0014&ApplicationNumber=CU%2F2016%2F0014&AddressPrefix=&Postcode=&Submit=Search,permissioned,,"Busher House, Busher Walk, Kendal",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR02,BLR2
yes,,2017-12-01,-2.747578,54.33103,,0.03,2018-12-01,12,12,12,Conversion of vacant public house and alteration/extension of redundant outbuildings to create 12 self-contained apartments.,South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,2015-07-16,full planning permission,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2015/0491&ApplicationNumber=SL%2F2015%2F0491&AddressPrefix=&Postcode=&Submit=Search,permissioned,,"Sawyers Arms Hotel, Stricklandgate, Kendal",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR03,BLR3
yes,,2017-12-01,-2.720918,54.181811,,0.26,2018-12-01,6,6,6,"Demolition of outbuildings, refurbishment and extension of public house and erection of six dwellings.",South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0992&ApplicationNumber=&AddressPrefix=royal+hotel&Postcode=&Submit=Search,pending decision,,"Royal Hotel, Burton-in-Kendal",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR04,BLR4
yes,,2017-12-01,-3.083931,54.186083,,0.61,2018-12-01,8,8,8,"Demolition of existing building and site structures, erection of 87 dwellings (Use Class C3) with associated open space, landscaping and vehicular access. Note: Permission covers greenfield and brownfield areas.",South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0297&ApplicationNumber=SL%2F2017%2F0297&AddressPrefix=&Postcode=&Submit=Search,pending decision,,"West End Nursery, Ulverston",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR05,BLR5
,,2017-12-01,-2.742166,54.319991,,0.18,2018-12-01,6,6,6,"Outline Planning Application with some matters reserved for the development of 6no. dwellings on land south of Parkside Road, Kendal.",South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0575&ApplicationNumber=2016%2F0575&AddressPrefix=&Postcode=&Submit=Search,pending decision,,"Depot on the south side of Parkside Road, Kendal",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR06,BLR6
,,2017-12-01,-2.742001,54.321079,,1.17,2018-12-01,43,43,43,"Outline Planning Application with all matters, except for access, reserved for the development of 43no. Dwellings.",South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0574&ApplicationNumber=2016%2F0574&AddressPrefix=&Postcode=&Submit=Search,pending decision,,"Depot on the north side of Parkside Road, Kendal",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR07,BLR7
yes,,2017-12-01,-3.096275,54.195049,,0.07,2018-12-01,17,17,17,Change of use of existing building into 9 apartments and erection of new apartment block to rear to provide a further 8 units.,South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,owned by a public authority,2017-12-07,full planning permission,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0737&ApplicationNumber=&AddressPrefix=ulverston+town+hall&Postcode=&CaseOfficer=&ParishName=&AreaTeam=&WardMember=&DateReceivedStart=&DateReceivedEnd=&DateDecidedStart=&DateDecidedEnd=&Locality=&AgentName=&ApplicantName=&ShowDecided=&DecisionLevel=&Sort1=FullAddressPrefix&Sort2=DateReceived+DESC,permissioned,,"Ulverston Town Hall, Queen St, Ulverston",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR08,BLR8
,,2017-12-01,-2.954417,54.202351,,0.48,2018-12-01,15,15,15,,South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,not owned by a public authority,,,,not permissioned,,"Stables, Cartmel Racecourse, Cartmel",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR09,BLR9
,,2017-12-01,-2.913837,54.187027,,0.61,2018-12-01,20,20,40,,South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,owned by a public authority,,,,not permissioned,,"Mixed use allocation at Berners Pool, Grange",https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR10,BLR10
