Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-09-29,-0.384338,51.644936,,0.85,2017-09-29,80,80,80,"Site was proposed in the Local Plan part 2 publication, Site ref H1",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,mixed ownership,,,,Not Permissioned,"Pinner Road, Car Wash & Bushey Station Car Park & sub station (TFL)",B001,,,,
,,2017-09-29,-0.390867,51.654044,,0.35,2017-09-29,100,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H2",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,mixed ownership,,,,Not Permissioned,"Skate Park at Lower Derby Road, plus car wash, auto repair and retail",B002,,,,
,,2017-09-29,-0.401172,51.650831,,0.25,2017-09-29,15,15,15,"Site was proposed in the Local Plan part 2 publication, Site ref H3",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,mixed ownership,,,,Not Permissioned,"Vicarage Road, MOT Garage adjacent football stadium, Watford",B003,,,,
,,2017-09-29,-0.38912,51.685367,,0.35,2017-09-29,18,18,18,"Site was proposed in the Local Plan part 2 publication, Site ref H4",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,,,,,Not Permissioned,"Telephone Exchange, First Avenue, adjacent to Lea Farm Recreation Ground",B004,,,,
,,2017-09-29,-0.408775,51.650818,,0.35,2017-09-29,49,49,49,"Site was proposed in the Local Plan part 2 publication, Site ref H5",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,not owned by a public authority,,,,Not Permissioned,Jewsons Builders Yard - Queens Avenue,B005,,,,
,,2017-09-29,-0.408897,51.682003,,1.07,2017-09-29,40,40,40,"Site was proposed in the Local Plan part 2 publication, Site ref H6",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,owned by a public authority,,,,Not Permissioned,"Bill Everett Centre, derelict site, Leggatts Way, North of woodland",B006,,,,
,,2017-09-29,-0.421226,51.653171,,0.5,2017-09-29,10,10,10,"Site was proposed in the Local Plan part 2 publication, Site ref H7",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,,,,,Not Permissioned,"Gade Close, Rickmansworth Road",B007,,,,
,,2017-09-29,-0.377338,51.683109,,0.1,2017-09-29,4,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H8",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,not owned by a public authority,,,,Not Permissioned,"Garages - York Way adjacent M1, Meriden",B008,,,,
,,2017-09-29,-0.418651,51.656958,,3,2017-09-29,100,100,100,"Site was proposed in the Local Plan part 2 publication, Site ref H9",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,not owned by a public authority,,,,Not Permissioned,Metropolitan Line Station area Cassiobury Park Avenue,B009,,,,
,,2017-09-29,-0.380196,51.682483,,0.1,2017-09-29,4,4,4,"Site was proposed in the Local Plan part 2 publication, Site ref H11",Watford Borough Council,http://opendatacommunities.org/id/district-council/watford,not owned by a public authority,,,,Not Permissioned,"Bowman's Green Garages, Meriden",B010,,,,
