Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,2018-03-31,2017-12-31,-1.747586,50.782055,,0.9,2020-03-24,,20,20,"4, one-bedroom houses, 6 two-bedroom houses, 4 three-bedroom houses, 8 four-bedroom houses. Demolition of existing 2 two bedroom dwellings",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2017-01-19,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Merryfield Park, Derritt Lane, Bransgore",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Brans_001
yes,2019-03-31,2017-12-31,-1.389601,50.839653,,0.2,2020-03-24,,5,5,"1 two-bedroom bungalow, 4 three-bedroom houses",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2016-06-24,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Methodist Church Land Of Long Lane, Fawley",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Fawl_001
,,2017-12-31,-1.329304,50.819675,,49,2020-12-18,,1380,1380,"Strategic Site Allocation (SS.4) in the adopted Local Plan 2016-2036 Part 1: Planning Strategy. Site has a resolution to grant outline planning permisssion (19/10581: 1,380 new homes, 95,300sqm of new commercial, civic and employment space) subject to the completion of a s.106 agreement",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,,,https://planning.newforest.gov.uk/online-applications/,not permissioned,,"Site of the Former Fawley Power Station, Fawley",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Fawl_002
yes,2019-03-31,2017-12-31,-1.806759,50.928607,,0.15,2020-03-24,,5,5,5 one-bedroom flats,,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2016-04-06,other,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Unit B Fordingbridge Business Park Ashford Road, Fordingbridge",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Fording_001
,,2017-12-31,-1.806299,50.927304,,0.35,2020-03-24,,10,10,"Small 0.35ha employment site tightly surrounded by residential on all sides. Site in very poor condition, buildings in very poor condition and would appear unlikely to attract future commercial occupiers. Some units appear vacant. Not a particularly suitable location for the light industrial uses currently present. Could accommodate around 10 dwellings",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,,,,not permissioned,,"Ashford Works, Fordingbridge",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Fording_002
yes,2020-03-31,2017-12-31,-1.790917,50.927596,,0.1,2020-12-18,,8,8,"Permission reference: 17/10426. 7 two-bedroom houses, 1 two-bedroom flat, and Retail unit",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2017-07-12,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Fordingbridge Club, Roundhill, Fordingbridge",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Fording_003
yes,,2017-12-31,-1.397012,50.868033,,0.3,2020-03-24,,41,41,"Permission reference: 17/11646. Retirement housing scheme - 27 one-bedroom flats, 16 two-bedroom flats, loss of two existing flats",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2019-04-02,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"2 South Street, Hythe",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Hythe_001
,,2017-12-31,-1.402987,50.858539,,1.5,2020-03-24,,21,21,"Permission reference: 17/11204. 7 two-bedroom houses, 3 three-bedroom houses, 2 four-bedroom houses, 3 one-bedroom flats, 6 two-bedroom flats, and Community hospital",,http://opendatacommunities.org/id/district-council/new-forest,owned by a public authority,2018-08-03,outline planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Hythe & Dibden War Memorial Hospital, Beaulieu Road, Hythe",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Hythe_002
,,2017-12-31,-1.40172,50.871474,,0.4,2020-03-24,,20,20,"Police station building is vacant and not in use. Police services have already relocated from this site to Hardley. 0.4ha site with extensive mature treed frontage, adjacent to Conservation Area. Potential capacity for 20 flats",,http://opendatacommunities.org/id/district-council/new-forest,owned by a public authority,,,,not permissioned,,"Former Police Station Site, Jones Lane, Hythe",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Hythe_003
,2018-06-29,2017-12-31,-1.399894,50.869841,,0.2,2020-03-24,,7,7,7 one/two-bedroom flats,,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2002-03-15,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"1-20 Marsh Parade, Hythe",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Hythe_004
yes,2019-03-31,2017-12-31,-1.54103,50.761644,,0.3,2020-03-24,,40,40,"27 one-bedroom flats, 14 two-bedroom flats. Demolition of existing dwelling",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2017-01-20,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Solent Works, North Close, Lymington",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Lymi_001
yes,,2017-12-31,-1.540818,50.758069,,0.1,2020-03-24,,9,9,"Permission reference: 19/10393. 9 three-bedroom houses, Retail and office unit",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2019-05-29,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Lymington Garage, High Street, Lymington",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Lymi_002
,,2017-12-31,-1.557319,50.749622,,0.4,2020-12-18,,14,14,"Adopted Local Plan Part 2 (2014) Allocation LYM5. Site allocated for around 14 dwellings, with commercial uses on the ground floor along Milford Road",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,,,https://newforest.gov.uk/article/1463/Local-Plan-Part-2-Sites-and-Development-Management,not permissioned,,"Fox Pond Dairy Depot and Garage, Milford Road, Lymington",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Lymi_003
yes,,2017-12-31,-1.557021,50.767402,,0.6,2020-03-24,,11,11,"Permission reference: 17/10854. 4 three-bedroom houses, 8 four-bedroom houses, demolition of existing dwelling",,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2018-01-25,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"Buckland Granaries, Sway Road, Lymington",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Lymi_004
,,2017-12-31,-1.441599,50.891234,,0.5,2020-12-18,,12,12,Adopted Local Plan Part 2 (2014) Allocation MAR1. Capacity 12 dwellings,,http://opendatacommunities.org/id/district-council/new-forest,owned by a public authority,,,https://newforest.gov.uk/article/1463/Local-Plan-Part-2-Sites-and-Development-Management,not permissioned,,"Land between Cracknore Hard Lane and Normandy Way, Marchwood",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Marchw_001
yes,2019-03-31,2017-12-31,-1.58154,50.724577,,0.15,2020-03-24,,8,8,8 two-bedroom flats,,http://opendatacommunities.org/id/district-council/new-forest,not owned by a public authority,2017-02-09,full planning permission,https://planning.newforest.gov.uk/online-applications/,permissioned,,"The Coach House, 67 Keyhaven Road, Milford on Sea",https://newforest.gov.uk/media/148/Brownfield-Land-Register-Site-Location-Maps/pdf/brownfield-land-register-site-location-maps.pdf?m=637219426352370000,BLR_Milf_001
