Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-05,-1.839425,50.912418,,3.32,2017-12-05,89,89,89,"The Reserved Matters pursuant to outline planning permission ref 3/06/0769/OUT, namely Appearance, Scale and Landscaping, along with a scheme to accommodate bats, in connection with the erection of 89 dwellings and associated works",East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,2015-03-24,reserved matters approval,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=46322,permissioned,,"Alderholt Surplus Stores, Daggons Road",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/11/0558PP
yes,,2017-12-05,-1.992789,50.800288,,0.2,2017-12-05,10,10,10,Erection of 10 dwellings with associated parking,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,2015-07-13,outline planning permission,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=87909,permissioned,,"Marks Yard, Victoria Road, Wimborne",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/14/1233PP
yes,,2017-12-05,-1.98798,50.804719,,0.2,2017-12-05,27,27,27,Demolition of existing open air car sales and motor repair workshop and erection of 27 sheltered apartments for the elderly,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,2016-12-22,full planning permission,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=88640,permissioned,,"Walford Bridge Garage, Wimborne Road ",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/15/1046PP
yes,,2017-12-05,-1.940778,50.801352,,0.09,2017-12-05,6,6,6,Change of Use From Place of Worship to Residential and Construct Block of Six Flats,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,2013-01-10,full planning permission,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=96503,permissioned,,Stapehill Church Site Wimborne Road West Stapehill Wimborne,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/12/0900PP
yes,,2017-12-05,-1.890518,50.8006,,0.19,2017-12-05,24,24,24,Prior Approval for Change of Use from Offices (B1) to Residential Comprising of 24 x One Bedroom Apartments ,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,mixed ownership,2014-07-09,other,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=96849,permissioned,,Peveril House 382 - 388 Ringwood Road,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/14/0488PP
yes,,2017-12-05,-1.85924,50.817452,,13.8,2017-12-05,207,207,207,demolition of existing buildings and redevelopment to provide 210 dwellings,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,owned by a public authority,2015-12-23,full planning permission,http://planning.christchurchandeastdorset.gov.uk/plandisp.aspx?recno=90965,permissioned,,St Leonards Hospital,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/14/0871PP
,,2017-12-05,-1.941512,50.803311,,0.83,2017-12-05,35,35,35,Developability of this site will depend on the viability of the existing uses. Theoretical density (90% of site at 60 DPH) = 45. Given edge of Green Belt location assume 35.,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,,,,not permissioned,,"26 - 32 Canford Bottom, Colehill",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/03/0396
yes,,2017-12-05,-2.01982,50.767413,,0.27,2017-12-05,12,12,12,Site submitted by landowner as part of Local Plan Review 2017. Assessed potential of up to 12 dwellings which is realistic for a flatted scheme.,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,,,,not permissioned,,"Dorset Soldier PH, Wareham Road, Corfe Mullen",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/04/0009
,,2017-12-05,-1.891689,50.808478,,0.3,2017-12-05,20,20,20,"Garage site has potential for re-development, subject to the viability of the business. However, conversion to flats of the adjacent property suggests some likelihood that it will happen.. Potential assessed for 20 flats",East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,,,,not permissioned,,"554 Wimborne Road East, Ferndown",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/07/0476
,,2017-12-05,-1.868084,50.877501,,2.3,2017-12-05,25,25,25,This site is occupied by the Blackhill Industrial Estate and the adjacent builder's supplies depot. It is unlikely that the industrial estate will come forward for redevelopment in the near future. There is a greater likelihood is the builders merchants. Approximately 25 dwellings.,East Dorset District Council,http://opendatacommunities.org/id/district-council/east-dorset,not owned by a public authority,,,,not permissioned,,"Verwood Industrial Estate, Black Hill, Verwood",https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield+Register.AuroraScript%24&nocache=1302903983&resize=always,BR3/22/0670
